Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
,,,,,,,,,Doug Mientkiewicz moves from PR to 1B,Doug Mientkiewicz moves from PR to 1B,Doug Mientkiewicz moves from PR to 1B
b7,1-8,0,"['', '', '']",6(2-2) .BCSBFX,O,ANA,C. Figgins,C. Schilling,0%,99%,Groundout: 2B-1B
b7,1-8,1,"['', '', '']",1(0-0) X,R,ANA,D. Erstad,C. Schilling,-1%,98%,Home Run (Fly Ball to CF-RF)
b7,2-8,1,"['', '', '']",3(0-2) FSX,O,ANA,V. Guerrero,C. Schilling,0%,99%,Flyball: RF
b7,2-8,2,"['', '', '']",1(0-0) X,,ANA,G. Anderson,C. Schilling,-0%,98%,Reached on E1 (throw) (Ground Ball); Anderson to 3B
b7,2-8,2,"['', '', 'Anderson']",1(0-0) X,R,ANA,T. Glaus,C. Schilling,-1%,97%,Double to CF (Line Drive); Anderson Scores/unER
,,,,,,,,,Alan Embree replaces Curt Schilling pitchingAdam Riggs pinch hits for Jeff DaVanon (LF) batting 6th,Alan Embree replaces Curt Schilling pitchingAdam Riggs pinch hits for Jeff DaVanon (LF) batting 6th,Alan Embree replaces Curt Schilling pitchingAdam Riggs pinch hits for Jeff DaVanon (LF) batting 6th
b7,3-8,2,"['', 'Glaus', '']",2(1-0) ..BX,O,ANA,A. Riggs,A. Embree,1%,98%,Foul Popfly: C (Behind Home)
,,,,,,,,,2 runs 2 hits 1 error 1 LOB. Red Sox 8 Angels 3.,2 runs 2 hits 1 error 1 LOB. Red Sox 8 Angels 3.,2 runs 2 hits 1 error 1 LOB. Red Sox 8 Angels 3.
Top of the 8th Red Sox Batting Ahead 8-3 Angels' Ramon Ortiz facing 1-2-3,Top of the 8th Red Sox Batting Ahead 8-3 Angels' Ramon Ortiz facing 1-2-3,Top of the 8th Red Sox Batting Ahead 8-3 Angels' Ramon Ortiz facing 1-2-3,,Top of the 8th Red Sox Batting Ahead 8-3 Angels' Ramon Ortiz facing 1-2-3,Top of the 8th Red Sox Batting Ahead 8-3 Angels' Ramon Ortiz facing 1-2-3,Top of the 8th Red Sox Batting Ahead 8-3 Angels' Ramon Ortiz facing 1-2-3,Top of the 8th Red Sox Batting Ahead 8-3 Angels' Ramon Ortiz facing 1-2-3,Top of the 8th Red Sox Batting Ahead 8-3 Angels' Ramon Ortiz facing 1-2-3,Top of the 8th Red Sox Batting Ahead 8-3 Angels' Ramon Ortiz facing 1-2-3,Top of the 8th Red Sox Batting Ahead 8-3 Angels' Ramon Ortiz facing 1-2-3,Top of the 8th Red Sox Batting Ahead 8-3 Angels' Ramon Ortiz facing 1-2-3
,,,,,,,,,Ramon Ortiz replaces Kevin Gregg pitchingAdam Riggs moves from PH to LF,Ramon Ortiz replaces Kevin Gregg pitchingAdam Riggs moves from PH to LF,Ramon Ortiz replaces Kevin Gregg pitchingAdam Riggs moves from PH to LF
t8,8-3,0,"['', '', '']",3(2-0) ..BBX,,BOS,J. Damon,R. Ortiz,0%,98%,Single to RF (Ground Ball)
t8,8-3,0,"['Damon', '', '']",1(0-0) X,O,BOS,M. Bellhorn,R. Ortiz,-0%,98%,Foul Popfly: 1B (1B Foul)
t8,8-3,1,"['Damon', '', '']",3(1-1) SB>B,,BOS,M. Ramirez,R. Ortiz,0%,98%,Damon Steals 2B
t8,8-3,1,"['', 'Damon', '']",4(2-1) SB>B.X,O,BOS,M. Ramirez,R. Ortiz,-0%,98%,Groundout: P-2B-1B; Damon to 3B
t8,8-3,2,"['', '', 'Damon']",4(3-0) IIII,,BOS,D. Ortiz,R. Ortiz,0%,98%,Intentional Walk
t8,8-3,2,"['Ortiz', '', 'Damon']",1(0-0) X,R,BOS,D. Mientkiewicz,R. Ortiz,1%,99%,Single to 3B/Bunt; Damon Scores; Ortiz to 2B
t8,9-3,2,"['Mientkiewicz', 'Ortiz', '']",4(2-1) BBCX,O,BOS,J. Varitek,R. Ortiz,-0%,99%,Flyball: RF
,,,,,,,,,1 run 2 hits 0 errors 2 LOB. Red Sox 9 Angels 3.,1 run 2 hits 0 errors 2 LOB. Red Sox 9 Angels 3.,1 run 2 hits 0 errors 2 LOB. Red Sox 9 Angels 3.
Bottom of the 8th Angels Batting Behind 3-9 Red Sox' Mike Timlin facing 7-8-9,Bottom of the 8th Angels Batting Behind 3-9 Red Sox' Mike Timlin facing 7-8-9,Bottom of the 8th Angels Batting Behind 3-9 Red Sox' Mike Timlin facing 7-8-9,,Bottom of the 8th Angels Batting Behind 3-9 Red Sox' Mike Timlin facing 7-8-9,Bottom of the 8th Angels Batting Behind 3-9 Red Sox' Mike Timlin facing 7-8-9,Bottom of the 8th Angels Batting Behind 3-9 Red Sox' Mike Timlin facing 7-8-9,Bottom of the 8th Angels Batting Behind 3-9 Red Sox' Mike Timlin facing 7-8-9,Bottom of the 8th Angels Batting Behind 3-9 Red Sox' Mike Timlin facing 7-8-9,Bottom of the 8th Angels Batting Behind 3-9 Red Sox' Mike Timlin facing 7-8-9,Bottom of the 8th Angels Batting Behind 3-9 Red Sox' Mike Timlin facing 7-8-9,Bottom of the 8th Angels Batting Behind 3-9 Red Sox' Mike Timlin facing 7-8-9
,,,,,,,,,Mike Timlin replaces Alan Embree pitchingPokey Reese replaces Mark Bellhorn playing 2B batting 2nd,Mike Timlin replaces Alan Embree pitchingPokey Reese replaces Mark Bellhorn playing 2B batting 2nd,Mike Timlin replaces Alan Embree pitchingPokey Reese replaces Mark Bellhorn playing 2B batting 2nd
b8,3-9,0,"['', '', '']",7(3-2) ..CFBFBBX,O,ANA,B. Molina,M. Timlin,1%,99%,Flyball: CF
b8,3-9,1,"['', '', '']",5(1-2) CFFBX,O,ANA,D. Eckstein,M. Timlin,0%,100%,Groundout: SS-1B
b8,3-9,2,"['', '', '']",4(1-2) SFBX,O,ANA,D. McPherson,M. Timlin,0%,100%,Flyball: RF
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 9 Angels 3.,0 runs 0 hits 0 errors 0 LOB. Red Sox 9 Angels 3.,0 runs 0 hits 0 errors 0 LOB. Red Sox 9 Angels 3.
Top of the 9th Red Sox Batting Ahead 9-3 Angels' Ramon Ortiz facing 7-8-9,Top of the 9th Red Sox Batting Ahead 9-3 Angels' Ramon Ortiz facing 7-8-9,Top of the 9th Red Sox Batting Ahead 9-3 Angels' Ramon Ortiz facing 7-8-9,,Top of the 9th Red Sox Batting Ahead 9-3 Angels' Ramon Ortiz facing 7-8-9,Top of the 9th Red Sox Batting Ahead 9-3 Angels' Ramon Ortiz facing 7-8-9,Top of the 9th Red Sox Batting Ahead 9-3 Angels' Ramon Ortiz facing 7-8-9,Top of the 9th Red Sox Batting Ahead 9-3 Angels' Ramon Ortiz facing 7-8-9,Top of the 9th Red Sox Batting Ahead 9-3 Angels' Ramon Ortiz facing 7-8-9,Top of the 9th Red Sox Batting Ahead 9-3 Angels' Ramon Ortiz facing 7-8-9,Top of the 9th Red Sox Batting Ahead 9-3 Angels' Ramon Ortiz facing 7-8-9,Top of the 9th Red Sox Batting Ahead 9-3 Angels' Ramon Ortiz facing 7-8-9
t9,9-3,0,"['', '', '']",4(2-1) BFBX,O,BOS,O. Cabrera,R. Ortiz,-0%,100%,Groundout: 3B-1B
t9,9-3,1,"['', '', '']",5(2-2) BCBFX,O,BOS,B. Mueller,R. Ortiz,-0%,100%,Flyball: CF
t9,9-3,2,"['', '', '']",2(0-1) CX,O,BOS,G. Kapler,R. Ortiz,-0%,100%,Foul Popfly: C (Behind Home)
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 9 Angels 3.,0 runs 0 hits 0 errors 0 LOB. Red Sox 9 Angels 3.,0 runs 0 hits 0 errors 0 LOB. Red Sox 9 Angels 3.
Bottom of the 9th Angels Batting Behind 3-9 Red Sox' Mike Timlin facing 1-2-3,Bottom of the 9th Angels Batting Behind 3-9 Red Sox' Mike Timlin facing 1-2-3,Bottom of the 9th Angels Batting Behind 3-9 Red Sox' Mike Timlin facing 1-2-3,,Bottom of the 9th Angels Batting Behind 3-9 Red Sox' Mike Timlin facing 1-2-3,Bottom of the 9th Angels Batting Behind 3-9 Red Sox' Mike Timlin facing 1-2-3,Bottom of the 9th Angels Batting Behind 3-9 Red Sox' Mike Timlin facing 1-2-3,Bottom of the 9th Angels Batting Behind 3-9 Red Sox' Mike Timlin facing 1-2-3,Bottom of the 9th Angels Batting Behind 3-9 Red Sox' Mike Timlin facing 1-2-3,Bottom of the 9th Angels Batting Behind 3-9 Red Sox' Mike Timlin facing 1-2-3,Bottom of the 9th Angels Batting Behind 3-9 Red Sox' Mike Timlin facing 1-2-3,Bottom of the 9th Angels Batting Behind 3-9 Red Sox' Mike Timlin facing 1-2-3
b9,3-9,0,"['', '', '']",5(2-2) BCCBC,O,ANA,C. Figgins,M. Timlin,0%,100%,Strikeout Looking
b9,3-9,1,"['', '', '']",5(1-2) BCFFC,O,ANA,D. Erstad,M. Timlin,0%,100%,Strikeout Looking
b9,3-9,2,"['', '', '']",5(2-2) FBFBS,O,ANA,V. Guerrero,M. Timlin,0%,100%,Strikeout Swinging
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 9 Angels 3.,0 runs 0 hits 0 errors 0 LOB. Red Sox 9 Angels 3.,0 runs 0 hits 0 errors 0 LOB. Red Sox 9 Angels 3.
