Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
,,,,,,,,,,,
Top of the 1st Cardinals Batting Tied 0-0 Dodgers' Jose Lima facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Dodgers' Jose Lima facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Dodgers' Jose Lima facing 1-2-3,,Top of the 1st Cardinals Batting Tied 0-0 Dodgers' Jose Lima facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Dodgers' Jose Lima facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Dodgers' Jose Lima facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Dodgers' Jose Lima facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Dodgers' Jose Lima facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Dodgers' Jose Lima facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Dodgers' Jose Lima facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Dodgers' Jose Lima facing 1-2-3
Bottom of the 7th Dodgers Batting Ahead 4-0 Cardinals' Matt Morris facing 1-2-3,Bottom of the 7th Dodgers Batting Ahead 4-0 Cardinals' Matt Morris facing 1-2-3,Bottom of the 7th Dodgers Batting Ahead 4-0 Cardinals' Matt Morris facing 1-2-3,,Bottom of the 7th Dodgers Batting Ahead 4-0 Cardinals' Matt Morris facing 1-2-3,Bottom of the 7th Dodgers Batting Ahead 4-0 Cardinals' Matt Morris facing 1-2-3,Bottom of the 7th Dodgers Batting Ahead 4-0 Cardinals' Matt Morris facing 1-2-3,Bottom of the 7th Dodgers Batting Ahead 4-0 Cardinals' Matt Morris facing 1-2-3,Bottom of the 7th Dodgers Batting Ahead 4-0 Cardinals' Matt Morris facing 1-2-3,Bottom of the 7th Dodgers Batting Ahead 4-0 Cardinals' Matt Morris facing 1-2-3,Bottom of the 7th Dodgers Batting Ahead 4-0 Cardinals' Matt Morris facing 1-2-3,Bottom of the 7th Dodgers Batting Ahead 4-0 Cardinals' Matt Morris facing 1-2-3
b7,4-0,0,"['', '', '']",3(0-2) CSX,O,LAD,C. Izturis,M. Morris,-0%,97%,Groundout: 2B-1B
b7,4-0,1,"['', '', '']",2(0-1) FX,O,LAD,J. Werth,M. Morris,-0%,97%,Flyball: RF
b7,4-0,2,"['', '', '']",4(1-2) CFBX,O,LAD,S. Finley,M. Morris,-0%,97%,Groundout: SS-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Cardinals 0 Dodgers 4.,0 runs 0 hits 0 errors 0 LOB. Cardinals 0 Dodgers 4.,0 runs 0 hits 0 errors 0 LOB. Cardinals 0 Dodgers 4.
Top of the 8th Cardinals Batting Behind 0-4 Dodgers' Jose Lima facing 8-9-1,Top of the 8th Cardinals Batting Behind 0-4 Dodgers' Jose Lima facing 8-9-1,Top of the 8th Cardinals Batting Behind 0-4 Dodgers' Jose Lima facing 8-9-1,,Top of the 8th Cardinals Batting Behind 0-4 Dodgers' Jose Lima facing 8-9-1,Top of the 8th Cardinals Batting Behind 0-4 Dodgers' Jose Lima facing 8-9-1,Top of the 8th Cardinals Batting Behind 0-4 Dodgers' Jose Lima facing 8-9-1,Top of the 8th Cardinals Batting Behind 0-4 Dodgers' Jose Lima facing 8-9-1,Top of the 8th Cardinals Batting Behind 0-4 Dodgers' Jose Lima facing 8-9-1,Top of the 8th Cardinals Batting Behind 0-4 Dodgers' Jose Lima facing 8-9-1,Top of the 8th Cardinals Batting Behind 0-4 Dodgers' Jose Lima facing 8-9-1,Top of the 8th Cardinals Batting Behind 0-4 Dodgers' Jose Lima facing 8-9-1
t8,0-4,0,"['', '', '']",2(0-1) CX,O,STL,M. Matheny,J. Lima,1%,98%,Flyball: CF
,,,,,,,,,Marlon Anderson pinch hits for Matt Morris (P) batting 9th,Marlon Anderson pinch hits for Matt Morris (P) batting 9th,Marlon Anderson pinch hits for Matt Morris (P) batting 9th
t8,0-4,1,"['', '', '']",3(1-1) .CBX,O,STL,M. Anderson,J. Lima,1%,99%,Groundout: 2B-1B
t8,0-4,2,"['', '', '']",8(3-2) CFBBFFBX,,STL,T. Womack,J. Lima,-1%,98%,Single to CF (Line Drive)
t8,0-4,2,"['Womack', '', '']",2(1-0) BX,O,STL,L. Walker,J. Lima,1%,99%,Groundout: 1B unassisted
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Cardinals 0 Dodgers 4.,0 runs 1 hit 0 errors 1 LOB. Cardinals 0 Dodgers 4.,0 runs 1 hit 0 errors 1 LOB. Cardinals 0 Dodgers 4.
Bottom of the 8th Dodgers Batting Ahead 4-0 Cardinals' Cal Eldred facing 4-5-6,Bottom of the 8th Dodgers Batting Ahead 4-0 Cardinals' Cal Eldred facing 4-5-6,Bottom of the 8th Dodgers Batting Ahead 4-0 Cardinals' Cal Eldred facing 4-5-6,,Bottom of the 8th Dodgers Batting Ahead 4-0 Cardinals' Cal Eldred facing 4-5-6,Bottom of the 8th Dodgers Batting Ahead 4-0 Cardinals' Cal Eldred facing 4-5-6,Bottom of the 8th Dodgers Batting Ahead 4-0 Cardinals' Cal Eldred facing 4-5-6,Bottom of the 8th Dodgers Batting Ahead 4-0 Cardinals' Cal Eldred facing 4-5-6,Bottom of the 8th Dodgers Batting Ahead 4-0 Cardinals' Cal Eldred facing 4-5-6,Bottom of the 8th Dodgers Batting Ahead 4-0 Cardinals' Cal Eldred facing 4-5-6,Bottom of the 8th Dodgers Batting Ahead 4-0 Cardinals' Cal Eldred facing 4-5-6,Bottom of the 8th Dodgers Batting Ahead 4-0 Cardinals' Cal Eldred facing 4-5-6
,,,,,,,,,Cal Eldred replaces Marlon Anderson (PH) pitching and batting 9th,Cal Eldred replaces Marlon Anderson (PH) pitching and batting 9th,Cal Eldred replaces Marlon Anderson (PH) pitching and batting 9th
b8,4-0,0,"['', '', '']",5(3-1) .BFBBX,,LAD,A. Beltre,C. Eldred,0%,99%,Single to CF (Ground Ball)
,,,,,,,,,Steve Kline replaces Cal Eldred pitching and batting 9th,Steve Kline replaces Cal Eldred pitching and batting 9th,Steve Kline replaces Cal Eldred pitching and batting 9th
b8,4-0,0,"['Beltre', '', '']",3(1-1) .BSX,O,LAD,S. Green,S. Kline,-0%,99%,Groundout: 2B-1B; Beltre to 2B
b8,4-0,1,"['', 'Beltre', '']",1(0-0) X,O,LAD,M. Bradley,S. Kline,-0%,99%,Groundout: 2B-1B; Beltre to 3B
b8,4-0,2,"['', '', 'Beltre']",3(1-1) BCX,O,LAD,A. Cora,S. Kline,-0%,99%,Groundout: 2B-1B
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Cardinals 0 Dodgers 4.,0 runs 1 hit 0 errors 1 LOB. Cardinals 0 Dodgers 4.,0 runs 1 hit 0 errors 1 LOB. Cardinals 0 Dodgers 4.
Top of the 9th Cardinals Batting Behind 0-4 Dodgers' Jose Lima facing 3-4-5,Top of the 9th Cardinals Batting Behind 0-4 Dodgers' Jose Lima facing 3-4-5,Top of the 9th Cardinals Batting Behind 0-4 Dodgers' Jose Lima facing 3-4-5,,Top of the 9th Cardinals Batting Behind 0-4 Dodgers' Jose Lima facing 3-4-5,Top of the 9th Cardinals Batting Behind 0-4 Dodgers' Jose Lima facing 3-4-5,Top of the 9th Cardinals Batting Behind 0-4 Dodgers' Jose Lima facing 3-4-5,Top of the 9th Cardinals Batting Behind 0-4 Dodgers' Jose Lima facing 3-4-5,Top of the 9th Cardinals Batting Behind 0-4 Dodgers' Jose Lima facing 3-4-5,Top of the 9th Cardinals Batting Behind 0-4 Dodgers' Jose Lima facing 3-4-5,Top of the 9th Cardinals Batting Behind 0-4 Dodgers' Jose Lima facing 3-4-5,Top of the 9th Cardinals Batting Behind 0-4 Dodgers' Jose Lima facing 3-4-5
t9,0-4,0,"['', '', '']",4(1-2) CFBX,O,STL,A. Pujols,J. Lima,1%,99%,Flyball: RF
t9,0-4,1,"['', '', '']",4(2-1) BBCX,O,STL,S. Rolen,J. Lima,0%,100%,Flyball: CF
t9,0-4,2,"['', '', '']",2(0-1) CX,O,STL,J. Edmonds,J. Lima,0%,100%,Popfly: 3B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Cardinals 0 Dodgers 4.,0 runs 0 hits 0 errors 0 LOB. Cardinals 0 Dodgers 4.,0 runs 0 hits 0 errors 0 LOB. Cardinals 0 Dodgers 4.
