Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Yankees Batting Tied 0-0 Twins' Johan Santana facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Twins' Johan Santana facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Twins' Johan Santana facing 1-2-3,,Top of the 1st Yankees Batting Tied 0-0 Twins' Johan Santana facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Twins' Johan Santana facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Twins' Johan Santana facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Twins' Johan Santana facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Twins' Johan Santana facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Twins' Johan Santana facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Twins' Johan Santana facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Twins' Johan Santana facing 1-2-3
Bottom of the 6th Twins Batting Ahead 5-1 Yankees' Esteban Loaiza facing 8-9-1,Bottom of the 6th Twins Batting Ahead 5-1 Yankees' Esteban Loaiza facing 8-9-1,Bottom of the 6th Twins Batting Ahead 5-1 Yankees' Esteban Loaiza facing 8-9-1,,Bottom of the 6th Twins Batting Ahead 5-1 Yankees' Esteban Loaiza facing 8-9-1,Bottom of the 6th Twins Batting Ahead 5-1 Yankees' Esteban Loaiza facing 8-9-1,Bottom of the 6th Twins Batting Ahead 5-1 Yankees' Esteban Loaiza facing 8-9-1,Bottom of the 6th Twins Batting Ahead 5-1 Yankees' Esteban Loaiza facing 8-9-1,Bottom of the 6th Twins Batting Ahead 5-1 Yankees' Esteban Loaiza facing 8-9-1,Bottom of the 6th Twins Batting Ahead 5-1 Yankees' Esteban Loaiza facing 8-9-1,Bottom of the 6th Twins Batting Ahead 5-1 Yankees' Esteban Loaiza facing 8-9-1,Bottom of the 6th Twins Batting Ahead 5-1 Yankees' Esteban Loaiza facing 8-9-1
,,,,,,,,,Esteban Loaiza replaces Javier Vazquez pitching,Esteban Loaiza replaces Javier Vazquez pitching,Esteban Loaiza replaces Javier Vazquez pitching
b6,5-1,0,"['', '', '']",3(1-1) .FBX,,MIN,M. Cuddyer,E. Loaiza,-1%,5%,Single to LF (Line Drive)
b6,5-1,0,"['Cuddyer', '', '']",3(1-1) C11B1M,O,MIN,H. Blanco,E. Loaiza,1%,6%,Cuddyer Caught Stealing 2B (C-SS)
b6,5-1,1,"['', '', '']",11(2-2) C11B1M.FFFFFBFX,,MIN,H. Blanco,E. Loaiza,-1%,6%,Single to CF (Fly Ball)
b6,5-1,1,"['Blanco', '', '']",6(3-2) BBBCF>X,O,MIN,S. Stewart,E. Loaiza,1%,6%,Foul Popfly: 1B (1B Foul)
b6,5-1,2,"['Blanco', '', '']",1(0-0) X,,MIN,J. Jones,E. Loaiza,-1%,6%,Single to CF (Ground Ball); Blanco to 3B
b6,5-1,2,"['Jones', '', 'Blanco']",1(0-0) X,O,MIN,T. Hunter,E. Loaiza,1%,7%,Foul Popfly: 1B (1B Foul)
,,,,,,,,,0 runs 3 hits 0 errors 2 LOB. Yankees 1 Twins 5.,0 runs 3 hits 0 errors 2 LOB. Yankees 1 Twins 5.,0 runs 3 hits 0 errors 2 LOB. Yankees 1 Twins 5.
Top of the 7th Yankees Batting Behind 1-5 Twins' Grant Balfour facing 9-1-2,Top of the 7th Yankees Batting Behind 1-5 Twins' Grant Balfour facing 9-1-2,Top of the 7th Yankees Batting Behind 1-5 Twins' Grant Balfour facing 9-1-2,,Top of the 7th Yankees Batting Behind 1-5 Twins' Grant Balfour facing 9-1-2,Top of the 7th Yankees Batting Behind 1-5 Twins' Grant Balfour facing 9-1-2,Top of the 7th Yankees Batting Behind 1-5 Twins' Grant Balfour facing 9-1-2,Top of the 7th Yankees Batting Behind 1-5 Twins' Grant Balfour facing 9-1-2,Top of the 7th Yankees Batting Behind 1-5 Twins' Grant Balfour facing 9-1-2,Top of the 7th Yankees Batting Behind 1-5 Twins' Grant Balfour facing 9-1-2,Top of the 7th Yankees Batting Behind 1-5 Twins' Grant Balfour facing 9-1-2,Top of the 7th Yankees Batting Behind 1-5 Twins' Grant Balfour facing 9-1-2
t7,1-5,0,"['', '', '']",5(2-2) BCSBS,O,NYY,M. Cairo,G. Balfour,-2%,5%,Strikeout Swinging
t7,1-5,1,"['', '', '']",4(1-2) FFBS,O,NYY,D. Jeter,G. Balfour,-1%,4%,Strikeout Swinging
t7,1-5,2,"['', '', '']",4(1-2) SFBX,O,NYY,A. Rodriguez,G. Balfour,-1%,3%,Foul Popfly: 1B (1B Foul)
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Yankees 1 Twins 5.,0 runs 0 hits 0 errors 0 LOB. Yankees 1 Twins 5.,0 runs 0 hits 0 errors 0 LOB. Yankees 1 Twins 5.
Bottom of the 7th Twins Batting Ahead 5-1 Yankees' Esteban Loaiza facing 4-5-6,Bottom of the 7th Twins Batting Ahead 5-1 Yankees' Esteban Loaiza facing 4-5-6,Bottom of the 7th Twins Batting Ahead 5-1 Yankees' Esteban Loaiza facing 4-5-6,,Bottom of the 7th Twins Batting Ahead 5-1 Yankees' Esteban Loaiza facing 4-5-6,Bottom of the 7th Twins Batting Ahead 5-1 Yankees' Esteban Loaiza facing 4-5-6,Bottom of the 7th Twins Batting Ahead 5-1 Yankees' Esteban Loaiza facing 4-5-6,Bottom of the 7th Twins Batting Ahead 5-1 Yankees' Esteban Loaiza facing 4-5-6,Bottom of the 7th Twins Batting Ahead 5-1 Yankees' Esteban Loaiza facing 4-5-6,Bottom of the 7th Twins Batting Ahead 5-1 Yankees' Esteban Loaiza facing 4-5-6,Bottom of the 7th Twins Batting Ahead 5-1 Yankees' Esteban Loaiza facing 4-5-6,Bottom of the 7th Twins Batting Ahead 5-1 Yankees' Esteban Loaiza facing 4-5-6
b7,5-1,0,"['', '', '']",1(0-0) X,O,MIN,J. Morneau,E. Loaiza,0%,4%,Groundout: 2B-1B
b7,5-1,1,"['', '', '']",7(3-2) BBCFBFX,O,MIN,C. Koskie,E. Loaiza,0%,4%,Groundout: 1B unassisted
b7,5-1,2,"['', '', '']",2(1-0) BX,,MIN,L. Ford,E. Loaiza,-0%,4%,Single to LF (Ground Ball)
b7,5-1,2,"['Ford', '', '']",1(0-0) >B,O,MIN,C. Guzman,E. Loaiza,0%,4%,Ford Caught Stealing 2B (C-SS)
,,,,,,,,,0 runs 1 hit 0 errors 0 LOB. Yankees 1 Twins 5.,0 runs 1 hit 0 errors 0 LOB. Yankees 1 Twins 5.,0 runs 1 hit 0 errors 0 LOB. Yankees 1 Twins 5.
Top of the 8th Yankees Batting Behind 1-5 Twins' Juan Rincon facing 3-4-5,Top of the 8th Yankees Batting Behind 1-5 Twins' Juan Rincon facing 3-4-5,Top of the 8th Yankees Batting Behind 1-5 Twins' Juan Rincon facing 3-4-5,,Top of the 8th Yankees Batting Behind 1-5 Twins' Juan Rincon facing 3-4-5,Top of the 8th Yankees Batting Behind 1-5 Twins' Juan Rincon facing 3-4-5,Top of the 8th Yankees Batting Behind 1-5 Twins' Juan Rincon facing 3-4-5,Top of the 8th Yankees Batting Behind 1-5 Twins' Juan Rincon facing 3-4-5,Top of the 8th Yankees Batting Behind 1-5 Twins' Juan Rincon facing 3-4-5,Top of the 8th Yankees Batting Behind 1-5 Twins' Juan Rincon facing 3-4-5,Top of the 8th Yankees Batting Behind 1-5 Twins' Juan Rincon facing 3-4-5,Top of the 8th Yankees Batting Behind 1-5 Twins' Juan Rincon facing 3-4-5
,,,,,,,,,Juan Rincon replaces Grant Balfour pitchingLuis Rivas replaces Michael Cuddyer playing 2B batting 8th,Juan Rincon replaces Grant Balfour pitchingLuis Rivas replaces Michael Cuddyer playing 2B batting 8th,Juan Rincon replaces Grant Balfour pitchingLuis Rivas replaces Michael Cuddyer playing 2B batting 8th
t8,1-5,0,"['', '', '']",5(2-2) ..CF*BBX,,NYY,G. Sheffield,J. Rincon,3%,7%,Single to 3B (Ground Ball)
t8,1-5,0,"['Sheffield', '', '']",2(1-0) BB,,NYY,H. Matsui,J. Rincon,1%,8%,Wild Pitch; Sheffield to 2B
t8,1-5,0,"['', 'Sheffield', '']",5(3-1) BB.BCB,,NYY,H. Matsui,J. Rincon,4%,12%,Walk
t8,1-5,0,"['Matsui', 'Sheffield', '']",3(1-1) CBX,R,NYY,B. Williams,J. Rincon,11%,23%,Single to RF (Line Drive); Sheffield Scores; Matsui to 3B
t8,2-5,0,"['Williams', '', 'Matsui']",6(3-2) BCBCBS,O,NYY,J. Posada,J. Rincon,-8%,15%,Strikeout Swinging
t8,2-5,1,"['Williams', '', 'Matsui']",6(2-2) CBFBFX,RRR,NYY,R. Sierra,J. Rincon,30%,45%,Home Run (Fly Ball to CF-RF); Matsui Scores; Williams Scores
t8,5-5,1,"['', '', '']",5(1-2) BFFFX,,NYY,J. Olerud,J. Rincon,9%,54%,Double to CF (Fly Ball)
,,,,,,,,,Joe Nathan replaces Juan Rincon pitchingBubba Crosby pinch runs for John Olerud (1B) batting 8th,Joe Nathan replaces Juan Rincon pitchingBubba Crosby pinch runs for John Olerud (1B) batting 8th,Joe Nathan replaces Juan Rincon pitchingBubba Crosby pinch runs for John Olerud (1B) batting 8th
t8,5-5,1,"['', 'Crosby', '']",6(2-2) ..FSBBFS,O,NYY,M. Cairo,J. Nathan,-7%,46%,Strikeout Swinging
t8,5-5,2,"['', 'Crosby', '']",3(0-2) SFX,O,NYY,D. Jeter,J. Nathan,-8%,38%,Groundout: SS-1B
,,,,,,,,,4 runs 4 hits 0 errors 1 LOB. Yankees 5 Twins 5.,4 runs 4 hits 0 errors 1 LOB. Yankees 5 Twins 5.,4 runs 4 hits 0 errors 1 LOB. Yankees 5 Twins 5.
Bottom of the 8th Twins Batting Tied 5-5 Yankees' Tom Gordon facing 7-8-9,Bottom of the 8th Twins Batting Tied 5-5 Yankees' Tom Gordon facing 7-8-9,Bottom of the 8th Twins Batting Tied 5-5 Yankees' Tom Gordon facing 7-8-9,,Bottom of the 8th Twins Batting Tied 5-5 Yankees' Tom Gordon facing 7-8-9,Bottom of the 8th Twins Batting Tied 5-5 Yankees' Tom Gordon facing 7-8-9,Bottom of the 8th Twins Batting Tied 5-5 Yankees' Tom Gordon facing 7-8-9,Bottom of the 8th Twins Batting Tied 5-5 Yankees' Tom Gordon facing 7-8-9,Bottom of the 8th Twins Batting Tied 5-5 Yankees' Tom Gordon facing 7-8-9,Bottom of the 8th Twins Batting Tied 5-5 Yankees' Tom Gordon facing 7-8-9,Bottom of the 8th Twins Batting Tied 5-5 Yankees' Tom Gordon facing 7-8-9,Bottom of the 8th Twins Batting Tied 5-5 Yankees' Tom Gordon facing 7-8-9
,,,,,,,,,Tom Gordon replaces Esteban Loaiza pitchingTony Clark replaces Bubba Crosby (PR) playing 1B batting 8th,Tom Gordon replaces Esteban Loaiza pitchingTony Clark replaces Bubba Crosby (PR) playing 1B batting 8th,Tom Gordon replaces Esteban Loaiza pitchingTony Clark replaces Bubba Crosby (PR) playing 1B batting 8th
b8,5-5,0,"['', '', '']",3(1-1) ..BCX,O,MIN,C. Guzman,T. Gordon,5%,43%,Groundout: 2B-1B
b8,5-5,1,"['', '', '']",3(1-1) CBX,O,MIN,L. Rivas,T. Gordon,4%,47%,Popfly: SS
,,,,,,,,,Jason Kubel pinch hits for Henry Blanco (C) batting 9th,Jason Kubel pinch hits for Henry Blanco (C) batting 9th,Jason Kubel pinch hits for Henry Blanco (C) batting 9th
b8,5-5,2,"['', '', '']",4(1-2) .BCSX,,MIN,J. Kubel,T. Gordon,-5%,42%,Double to RF (Fly Ball)
b8,5-5,2,"['', 'Kubel', '']",1(0-0) X,O,MIN,S. Stewart,T. Gordon,8%,50%,Lineout: SS
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Yankees 5 Twins 5.,0 runs 1 hit 0 errors 1 LOB. Yankees 5 Twins 5.,0 runs 1 hit 0 errors 1 LOB. Yankees 5 Twins 5.
Top of the 9th Yankees Batting Tied 5-5 Twins' Joe Nathan facing 2-3-4,Top of the 9th Yankees Batting Tied 5-5 Twins' Joe Nathan facing 2-3-4,Top of the 9th Yankees Batting Tied 5-5 Twins' Joe Nathan facing 2-3-4,,Top of the 9th Yankees Batting Tied 5-5 Twins' Joe Nathan facing 2-3-4,Top of the 9th Yankees Batting Tied 5-5 Twins' Joe Nathan facing 2-3-4,Top of the 9th Yankees Batting Tied 5-5 Twins' Joe Nathan facing 2-3-4,Top of the 9th Yankees Batting Tied 5-5 Twins' Joe Nathan facing 2-3-4,Top of the 9th Yankees Batting Tied 5-5 Twins' Joe Nathan facing 2-3-4,Top of the 9th Yankees Batting Tied 5-5 Twins' Joe Nathan facing 2-3-4,Top of the 9th Yankees Batting Tied 5-5 Twins' Joe Nathan facing 2-3-4,Top of the 9th Yankees Batting Tied 5-5 Twins' Joe Nathan facing 2-3-4
,,,,,,,,,Pat Borders replaces Jason Kubel (PH) playing C batting 9th,Pat Borders replaces Jason Kubel (PH) playing C batting 9th,Pat Borders replaces Jason Kubel (PH) playing C batting 9th
t9,5-5,0,"['', '', '']",3(1-1) .BCX,,NYY,A. Rodriguez,J. Nathan,17%,67%,Ground-rule Double (Line Drive to LF-CF)
t9,5-5,0,"['', 'Rodriguez', '']",3(1-1) BSX,O,NYY,G. Sheffield,J. Nathan,-11%,55%,Popfly: 2B
t9,5-5,1,"['', 'Rodriguez', '']",4(3-0) IIII,,NYY,H. Matsui,J. Nathan,2%,58%,Intentional Walk
t9,5-5,1,"['Matsui', 'Rodriguez', '']",7(0-2) CCFFFFS,O,NYY,B. Williams,J. Nathan,-11%,47%,Strikeout Swinging
t9,5-5,2,"['Matsui', 'Rodriguez', '']",4(2-1) FBBS,,NYY,J. Posada,J. Nathan,3%,50%,Passed Ball; Rodriguez to 3B; Matsui to 2B
t9,5-5,2,"['', 'Matsui', 'Rodriguez']",6(3-2) FBBS.BS,O,NYY,J. Posada,J. Nathan,-16%,35%,Strikeout Swinging
,,,,,,,,,0 runs 1 hit 0 errors 2 LOB. Yankees 5 Twins 5.,0 runs 1 hit 0 errors 2 LOB. Yankees 5 Twins 5.,0 runs 1 hit 0 errors 2 LOB. Yankees 5 Twins 5.
Bottom of the 9th Twins Batting Tied 5-5 Yankees' Tom Gordon facing 2-3-4,Bottom of the 9th Twins Batting Tied 5-5 Yankees' Tom Gordon facing 2-3-4,Bottom of the 9th Twins Batting Tied 5-5 Yankees' Tom Gordon facing 2-3-4,,Bottom of the 9th Twins Batting Tied 5-5 Yankees' Tom Gordon facing 2-3-4,Bottom of the 9th Twins Batting Tied 5-5 Yankees' Tom Gordon facing 2-3-4,Bottom of the 9th Twins Batting Tied 5-5 Yankees' Tom Gordon facing 2-3-4,Bottom of the 9th Twins Batting Tied 5-5 Yankees' Tom Gordon facing 2-3-4,Bottom of the 9th Twins Batting Tied 5-5 Yankees' Tom Gordon facing 2-3-4,Bottom of the 9th Twins Batting Tied 5-5 Yankees' Tom Gordon facing 2-3-4,Bottom of the 9th Twins Batting Tied 5-5 Yankees' Tom Gordon facing 2-3-4,Bottom of the 9th Twins Batting Tied 5-5 Yankees' Tom Gordon facing 2-3-4
b9,5-5,0,"['', '', '']",4(0-2) CFFS,O,MIN,J. Jones,T. Gordon,6%,41%,Strikeout Swinging
b9,5-5,1,"['', '', '']",3(2-0) BBX,O,MIN,T. Hunter,T. Gordon,5%,46%,Flyball: LF
b9,5-5,2,"['', '', '']",5(1-2) BSSFS,O,MIN,J. Morneau,T. Gordon,4%,50%,Strikeout Swinging
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Yankees 5 Twins 5.,0 runs 0 hits 0 errors 0 LOB. Yankees 5 Twins 5.,0 runs 0 hits 0 errors 0 LOB. Yankees 5 Twins 5.
Top of the 10th Yankees Batting Tied 5-5 Twins' Kyle Lohse facing 7-8-9,Top of the 10th Yankees Batting Tied 5-5 Twins' Kyle Lohse facing 7-8-9,Top of the 10th Yankees Batting Tied 5-5 Twins' Kyle Lohse facing 7-8-9,,Top of the 10th Yankees Batting Tied 5-5 Twins' Kyle Lohse facing 7-8-9,Top of the 10th Yankees Batting Tied 5-5 Twins' Kyle Lohse facing 7-8-9,Top of the 10th Yankees Batting Tied 5-5 Twins' Kyle Lohse facing 7-8-9,Top of the 10th Yankees Batting Tied 5-5 Twins' Kyle Lohse facing 7-8-9,Top of the 10th Yankees Batting Tied 5-5 Twins' Kyle Lohse facing 7-8-9,Top of the 10th Yankees Batting Tied 5-5 Twins' Kyle Lohse facing 7-8-9,Top of the 10th Yankees Batting Tied 5-5 Twins' Kyle Lohse facing 7-8-9,Top of the 10th Yankees Batting Tied 5-5 Twins' Kyle Lohse facing 7-8-9
,,,,,,,,,Kyle Lohse replaces Joe Nathan pitching,Kyle Lohse replaces Joe Nathan pitching,Kyle Lohse replaces Joe Nathan pitching
t10,5-5,0,"['', '', '']",5(2-2) .CBFBX,O,NYY,R. Sierra,K. Lohse,-6%,44%,Flyball: LF
t10,5-5,1,"['', '', '']",6(3-2) BBSCBS,O,NYY,T. Clark,K. Lohse,-5%,39%,Strikeout Swinging
t10,5-5,2,"['', '', '']",1(0-0) X,O,NYY,M. Cairo,K. Lohse,-4%,35%,Bunt Groundout: P-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Yankees 5 Twins 5.,0 runs 0 hits 0 errors 0 LOB. Yankees 5 Twins 5.,0 runs 0 hits 0 errors 0 LOB. Yankees 5 Twins 5.
Bottom of the 10th Twins Batting Tied 5-5 Yankees' Mariano Rivera facing 5-6-7,Bottom of the 10th Twins Batting Tied 5-5 Yankees' Mariano Rivera facing 5-6-7,Bottom of the 10th Twins Batting Tied 5-5 Yankees' Mariano Rivera facing 5-6-7,,Bottom of the 10th Twins Batting Tied 5-5 Yankees' Mariano Rivera facing 5-6-7,Bottom of the 10th Twins Batting Tied 5-5 Yankees' Mariano Rivera facing 5-6-7,Bottom of the 10th Twins Batting Tied 5-5 Yankees' Mariano Rivera facing 5-6-7,Bottom of the 10th Twins Batting Tied 5-5 Yankees' Mariano Rivera facing 5-6-7,Bottom of the 10th Twins Batting Tied 5-5 Yankees' Mariano Rivera facing 5-6-7,Bottom of the 10th Twins Batting Tied 5-5 Yankees' Mariano Rivera facing 5-6-7,Bottom of the 10th Twins Batting Tied 5-5 Yankees' Mariano Rivera facing 5-6-7,Bottom of the 10th Twins Batting Tied 5-5 Yankees' Mariano Rivera facing 5-6-7
,,,,,,,,,Mariano Rivera replaces Tom Gordon pitching,Mariano Rivera replaces Tom Gordon pitching,Mariano Rivera replaces Tom Gordon pitching
b10,5-5,0,"['', '', '']",4(1-2) .BFFX,O,MIN,C. Koskie,M. Rivera,6%,41%,Popfly: SS
b10,5-5,1,"['', '', '']",4(2-1) BCBX,O,MIN,L. Ford,M. Rivera,5%,46%,Popfly: 2B
b10,5-5,2,"['', '', '']",2(0-1) CX,O,MIN,C. Guzman,M. Rivera,4%,50%,Groundout: P-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Yankees 5 Twins 5.,0 runs 0 hits 0 errors 0 LOB. Yankees 5 Twins 5.,0 runs 0 hits 0 errors 0 LOB. Yankees 5 Twins 5.
Top of the 11th Yankees Batting Tied 5-5 Twins' Kyle Lohse facing 1-2-3,Top of the 11th Yankees Batting Tied 5-5 Twins' Kyle Lohse facing 1-2-3,Top of the 11th Yankees Batting Tied 5-5 Twins' Kyle Lohse facing 1-2-3,,Top of the 11th Yankees Batting Tied 5-5 Twins' Kyle Lohse facing 1-2-3,Top of the 11th Yankees Batting Tied 5-5 Twins' Kyle Lohse facing 1-2-3,Top of the 11th Yankees Batting Tied 5-5 Twins' Kyle Lohse facing 1-2-3,Top of the 11th Yankees Batting Tied 5-5 Twins' Kyle Lohse facing 1-2-3,Top of the 11th Yankees Batting Tied 5-5 Twins' Kyle Lohse facing 1-2-3,Top of the 11th Yankees Batting Tied 5-5 Twins' Kyle Lohse facing 1-2-3,Top of the 11th Yankees Batting Tied 5-5 Twins' Kyle Lohse facing 1-2-3,Top of the 11th Yankees Batting Tied 5-5 Twins' Kyle Lohse facing 1-2-3
t11,5-5,0,"['', '', '']",4(1-2) FBCC,O,NYY,D. Jeter,K. Lohse,-6%,44%,Strikeout Looking
t11,5-5,1,"['', '', '']",3(1-1) FBX,,NYY,A. Rodriguez,K. Lohse,12%,55%,Double to LF (Ground Ball)
t11,5-5,1,"['', 'Rodriguez', '']",3(1-1) *BC>C,,NYY,G. Sheffield,K. Lohse,11%,66%,Rodriguez Steals 3B
t11,5-5,1,"['', '', 'Rodriguez']",7(2-2) *BC>C.FBFB,R,NYY,G. Sheffield,K. Lohse,14%,80%,Wild Pitch; Rodriguez Scores
t11,6-5,1,"['', '', '']",8(3-2) *BC>C.FBFB.X,O,NYY,G. Sheffield,K. Lohse,-2%,79%,Popfly: 2B
t11,6-5,2,"['', '', '']",5(2-2) BCCBS,O,NYY,H. Matsui,K. Lohse,-1%,77%,Strikeout Swinging
,,,,,,,,,1 run 1 hit 0 errors 0 LOB. Yankees 6 Twins 5.,1 run 1 hit 0 errors 0 LOB. Yankees 6 Twins 5.,1 run 1 hit 0 errors 0 LOB. Yankees 6 Twins 5.
Bottom of the 11th Twins Batting Behind 5-6 Yankees' Mariano Rivera facing 8-9-1,Bottom of the 11th Twins Batting Behind 5-6 Yankees' Mariano Rivera facing 8-9-1,Bottom of the 11th Twins Batting Behind 5-6 Yankees' Mariano Rivera facing 8-9-1,,Bottom of the 11th Twins Batting Behind 5-6 Yankees' Mariano Rivera facing 8-9-1,Bottom of the 11th Twins Batting Behind 5-6 Yankees' Mariano Rivera facing 8-9-1,Bottom of the 11th Twins Batting Behind 5-6 Yankees' Mariano Rivera facing 8-9-1,Bottom of the 11th Twins Batting Behind 5-6 Yankees' Mariano Rivera facing 8-9-1,Bottom of the 11th Twins Batting Behind 5-6 Yankees' Mariano Rivera facing 8-9-1,Bottom of the 11th Twins Batting Behind 5-6 Yankees' Mariano Rivera facing 8-9-1,Bottom of the 11th Twins Batting Behind 5-6 Yankees' Mariano Rivera facing 8-9-1,Bottom of the 11th Twins Batting Behind 5-6 Yankees' Mariano Rivera facing 8-9-1
,,,,,,,,,Jose Offerman pinch hits for Luis Rivas (2B) batting 8th,Jose Offerman pinch hits for Luis Rivas (2B) batting 8th,Jose Offerman pinch hits for Luis Rivas (2B) batting 8th
b11,5-6,0,"['', '', '']",4(2-1) .BFBX,O,MIN,J. Offerman,M. Rivera,10%,87%,Groundout: 2B-1B
,,,,,,,,,Matt LeCroy pinch hits for Pat Borders (C) batting 9th,Matt LeCroy pinch hits for Pat Borders (C) batting 9th,Matt LeCroy pinch hits for Pat Borders (C) batting 9th
b11,5-6,1,"['', '', '']",4(2-1) .BSBX,O,MIN,M. LeCroy,M. Rivera,7%,95%,Flyball: LF
b11,5-6,2,"['', '', '']",2(0-1) CX,O,MIN,S. Stewart,M. Rivera,5%,100%,Groundout: 2B-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Yankees 6 Twins 5.,0 runs 0 hits 0 errors 0 LOB. Yankees 6 Twins 5.,0 runs 0 hits 0 errors 0 LOB. Yankees 6 Twins 5.
