Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
,,,,,,,,,Babe Ruth replaces George Whiteman playing LF batting 4thBill McCabe pinch hits for Lefty Tyler (P) batting 9th,Babe Ruth replaces George Whiteman playing LF batting 4thBill McCabe pinch hits for Lefty Tyler (P) batting 9th,Babe Ruth replaces George Whiteman playing LF batting 4thBill McCabe pinch hits for Lefty Tyler (P) batting 9th
t8,1-2,2,---,,O,CHC,B. McCabe,C. Mays,2%,89%,Foul Flyball: SS
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Cubs 1 Red Sox 2.,0 runs 0 hits 0 errors 0 LOB. Cubs 1 Red Sox 2.,0 runs 0 hits 0 errors 0 LOB. Cubs 1 Red Sox 2.
Bottom of the 8th Red Sox Batting Ahead 2-1 Cubs' Claude Hendrix facing 5-6-7,Bottom of the 8th Red Sox Batting Ahead 2-1 Cubs' Claude Hendrix facing 5-6-7,Bottom of the 8th Red Sox Batting Ahead 2-1 Cubs' Claude Hendrix facing 5-6-7,Bottom of the 8th Red Sox Batting Ahead 2-1 Cubs' Claude Hendrix facing 5-6-7,Bottom of the 8th Red Sox Batting Ahead 2-1 Cubs' Claude Hendrix facing 5-6-7,Bottom of the 8th Red Sox Batting Ahead 2-1 Cubs' Claude Hendrix facing 5-6-7,Bottom of the 8th Red Sox Batting Ahead 2-1 Cubs' Claude Hendrix facing 5-6-7,Bottom of the 8th Red Sox Batting Ahead 2-1 Cubs' Claude Hendrix facing 5-6-7,Bottom of the 8th Red Sox Batting Ahead 2-1 Cubs' Claude Hendrix facing 5-6-7,Bottom of the 8th Red Sox Batting Ahead 2-1 Cubs' Claude Hendrix facing 5-6-7,Bottom of the 8th Red Sox Batting Ahead 2-1 Cubs' Claude Hendrix facing 5-6-7,Bottom of the 8th Red Sox Batting Ahead 2-1 Cubs' Claude Hendrix facing 5-6-7
,,,,,,,,,Claude Hendrix replaces Bill McCabe (PH) pitching and batting 9thBob O'Farrell moves from PH to CRollie Zeider replaces Turner Barber (PH) playing 3B batting 7th,Claude Hendrix replaces Bill McCabe (PH) pitching and batting 9thBob O'Farrell moves from PH to CRollie Zeider replaces Turner Barber (PH) playing 3B batting 7th,Claude Hendrix replaces Bill McCabe (PH) pitching and batting 9thBob O'Farrell moves from PH to CRollie Zeider replaces Turner Barber (PH) playing 3B batting 7th
b8,2-1,0,---,,O,BOS,S. McInnis,C. Hendrix,-1%,88%,Foul Flyball: LF
b8,2-1,1,---,,O,BOS,E. Scott,C. Hendrix,-1%,87%,Flyball: CF
b8,2-1,2,---,,O,BOS,F. Thomas,C. Hendrix,-1%,86%,Flyball: CF
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Cubs 1 Red Sox 2.,0 runs 0 hits 0 errors 0 LOB. Cubs 1 Red Sox 2.,0 runs 0 hits 0 errors 0 LOB. Cubs 1 Red Sox 2.
Top of the 9th Cubs Batting Behind 1-2 Red Sox' Carl Mays facing 1-2-3,Top of the 9th Cubs Batting Behind 1-2 Red Sox' Carl Mays facing 1-2-3,Top of the 9th Cubs Batting Behind 1-2 Red Sox' Carl Mays facing 1-2-3,Top of the 9th Cubs Batting Behind 1-2 Red Sox' Carl Mays facing 1-2-3,Top of the 9th Cubs Batting Behind 1-2 Red Sox' Carl Mays facing 1-2-3,Top of the 9th Cubs Batting Behind 1-2 Red Sox' Carl Mays facing 1-2-3,Top of the 9th Cubs Batting Behind 1-2 Red Sox' Carl Mays facing 1-2-3,Top of the 9th Cubs Batting Behind 1-2 Red Sox' Carl Mays facing 1-2-3,Top of the 9th Cubs Batting Behind 1-2 Red Sox' Carl Mays facing 1-2-3,Top of the 9th Cubs Batting Behind 1-2 Red Sox' Carl Mays facing 1-2-3,Top of the 9th Cubs Batting Behind 1-2 Red Sox' Carl Mays facing 1-2-3,Top of the 9th Cubs Batting Behind 1-2 Red Sox' Carl Mays facing 1-2-3
t9,1-2,0,---,,O,CHC,M. Flack,C. Mays,6%,93%,Foul Flyball: 3B
t9,1-2,1,---,,O,CHC,C. Hollocher,C. Mays,4%,97%,Flyball: LF
t9,1-2,2,---,,O,CHC,L. Mann,C. Mays,3%,100%,Groundout: 2B-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Cubs 1 Red Sox 2.,0 runs 0 hits 0 errors 0 LOB. Cubs 1 Red Sox 2.,0 runs 0 hits 0 errors 0 LOB. Cubs 1 Red Sox 2.
