Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
b8,4-3,0,1--,,O,NYY,L. Piniella,M. Armstrong,2%,13%,Flyball: CF
b8,4-3,1,1--,,O,NYY,D. Baylor,M. Armstrong,2%,14%,Flyball: 2B
b8,4-3,2,1--,,,NYY,D. Winfield,M. Armstrong,-2%,13%,Single to CF; Nettles to 3B
b8,4-3,2,1-3,,O,NYY,S. Kemp,M. Armstrong,3%,16%,Flyball: 3B
,,,,,,,,,0 runs 1 hit 0 errors 2 LOB. Royals 3 Yankees 4.,0 runs 1 hit 0 errors 2 LOB. Royals 3 Yankees 4.,0 runs 1 hit 0 errors 2 LOB. Royals 3 Yankees 4.
Top of the 9th Royals Batting Behind 3-4 Yankees' Dale Murray facing 9-1-2,Top of the 9th Royals Batting Behind 3-4 Yankees' Dale Murray facing 9-1-2,Top of the 9th Royals Batting Behind 3-4 Yankees' Dale Murray facing 9-1-2,Top of the 9th Royals Batting Behind 3-4 Yankees' Dale Murray facing 9-1-2,Top of the 9th Royals Batting Behind 3-4 Yankees' Dale Murray facing 9-1-2,Top of the 9th Royals Batting Behind 3-4 Yankees' Dale Murray facing 9-1-2,Top of the 9th Royals Batting Behind 3-4 Yankees' Dale Murray facing 9-1-2,Top of the 9th Royals Batting Behind 3-4 Yankees' Dale Murray facing 9-1-2,Top of the 9th Royals Batting Behind 3-4 Yankees' Dale Murray facing 9-1-2,Top of the 9th Royals Batting Behind 3-4 Yankees' Dale Murray facing 9-1-2,Top of the 9th Royals Batting Behind 3-4 Yankees' Dale Murray facing 9-1-2,Top of the 9th Royals Batting Behind 3-4 Yankees' Dale Murray facing 9-1-2
,,,,,,,,,Dave Winfield moves from CF to LFJerry Mumphrey replaces Lou Piniella (RF) playing CF batting 3rdSteve Kemp moves from LF to RF,Dave Winfield moves from CF to LFJerry Mumphrey replaces Lou Piniella (RF) playing CF batting 3rdSteve Kemp moves from LF to RF,Dave Winfield moves from CF to LFJerry Mumphrey replaces Lou Piniella (RF) playing CF batting 3rdSteve Kemp moves from LF to RF
t9,3-4,0,---,,O,KCR,D. Slaught,D. Murray,-7%,9%,Groundout: SS-1B
t9,3-4,1,---,,O,KCR,P. Sheridan,D. Murray,-5%,4%,Flyball: 1B
t9,3-4,2,---,,,KCR,U. Washington,D. Murray,4%,8%,Single to CF
,,,,,,,,,Rich Gossage replaces Dale Murray pitching,Rich Gossage replaces Dale Murray pitching,Rich Gossage replaces Dale Murray pitching
t9,3-4,2,1--,,RR,KCR,G. Brett,R. Gossage,74%,81%,Home Run; Washington Scores
,,,,,,,,,George Frazier replaces Rich Gossage pitchingButch Wynegar replaces Jerry Mumphrey (CF) playing C batting 3rdKen Griffey replaces Bert Campaneris (2B) playing 1B batting 1stDon Mattingly moves from 1B to 2BRon Guidry replaces Rick Cerone (C) playing CF batting 9th,George Frazier replaces Rich Gossage pitchingButch Wynegar replaces Jerry Mumphrey (CF) playing C batting 3rdKen Griffey replaces Bert Campaneris (2B) playing 1B batting 1stDon Mattingly moves from 1B to 2BRon Guidry replaces Rick Cerone (C) playing CF batting 9th,George Frazier replaces Rich Gossage pitchingButch Wynegar replaces Jerry Mumphrey (CF) playing C batting 3rdKen Griffey replaces Bert Campaneris (2B) playing 1B batting 1stDon Mattingly moves from 1B to 2BRon Guidry replaces Rick Cerone (C) playing CF batting 9th
t9,5-4,2,---,,O,KCR,H. McRae,G. Frazier,-1%,81%,Strikeout
,,,,,,,,,2 runs 2 hits 0 errors 0 LOB. Royals 5 Yankees 4.,2 runs 2 hits 0 errors 0 LOB. Royals 5 Yankees 4.,2 runs 2 hits 0 errors 0 LOB. Royals 5 Yankees 4.
Bottom of the 9th Yankees Batting Behind 4-5 Royals' Dan Quisenberry facing 7-8-9,Bottom of the 9th Yankees Batting Behind 4-5 Royals' Dan Quisenberry facing 7-8-9,Bottom of the 9th Yankees Batting Behind 4-5 Royals' Dan Quisenberry facing 7-8-9,Bottom of the 9th Yankees Batting Behind 4-5 Royals' Dan Quisenberry facing 7-8-9,Bottom of the 9th Yankees Batting Behind 4-5 Royals' Dan Quisenberry facing 7-8-9,Bottom of the 9th Yankees Batting Behind 4-5 Royals' Dan Quisenberry facing 7-8-9,Bottom of the 9th Yankees Batting Behind 4-5 Royals' Dan Quisenberry facing 7-8-9,Bottom of the 9th Yankees Batting Behind 4-5 Royals' Dan Quisenberry facing 7-8-9,Bottom of the 9th Yankees Batting Behind 4-5 Royals' Dan Quisenberry facing 7-8-9,Bottom of the 9th Yankees Batting Behind 4-5 Royals' Dan Quisenberry facing 7-8-9,Bottom of the 9th Yankees Batting Behind 4-5 Royals' Dan Quisenberry facing 7-8-9,Bottom of the 9th Yankees Batting Behind 4-5 Royals' Dan Quisenberry facing 7-8-9
,,,,,,,,,Dan Quisenberry replaces Mike Armstrong pitchingJohn Wathan moves from LF to 1BGreg Pryor replaces George Brett playing 3B batting 3rdJoe Simpson replaces Willie Aikens (1B) playing LF batting 7th,Dan Quisenberry replaces Mike Armstrong pitchingJohn Wathan moves from LF to 1BGreg Pryor replaces George Brett playing 3B batting 3rdJoe Simpson replaces Willie Aikens (1B) playing LF batting 7th,Dan Quisenberry replaces Mike Armstrong pitchingJohn Wathan moves from LF to 1BGreg Pryor replaces George Brett playing 3B batting 3rdJoe Simpson replaces Willie Aikens (1B) playing LF batting 7th
b9,4-5,0,---,,O,NYY,D. Mattingly,D. Quisenberry,9%,89%,Flyball: CF
b9,4-5,1,---,,O,NYY,R. Smalley,D. Quisenberry,6%,96%,Flyball: LF
,,,,,,,,,Oscar Gamble pinch hits for Ron Guidry (CF) batting 9th,Oscar Gamble pinch hits for Ron Guidry (CF) batting 9th,Oscar Gamble pinch hits for Ron Guidry (CF) batting 9th
b9,4-5,2,---,,O,NYY,O. Gamble,D. Quisenberry,4%,100%,Groundout: 2B-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Royals 5 Yankees 4.,0 runs 0 hits 0 errors 0 LOB. Royals 5 Yankees 4.,0 runs 0 hits 0 errors 0 LOB. Royals 5 Yankees 4.
