Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
,,,,,,,,,0 runs 2 hits 0 errors 2 LOB. Pirates 0 Braves 0.,0 runs 2 hits 0 errors 2 LOB. Pirates 0 Braves 0.,0 runs 2 hits 0 errors 2 LOB. Pirates 0 Braves 0.
Bottom of the 9th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 7-8-9,Bottom of the 9th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 7-8-9,Bottom of the 9th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 7-8-9,Bottom of the 9th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 7-8-9,Bottom of the 9th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 7-8-9,Bottom of the 9th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 7-8-9,Bottom of the 9th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 7-8-9,Bottom of the 9th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 7-8-9,Bottom of the 9th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 7-8-9,Bottom of the 9th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 7-8-9,Bottom of the 9th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 7-8-9,Bottom of the 9th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 7-8-9
b9,0-0,0,---,,O,MLN,A. Pafko,H. Haddix,-5%,57%,Strikeout
b9,0-0,1,---,,O,MLN,J. Logan,H. Haddix,-4%,53%,Flyball: LF
b9,0-0,2,---,,O,MLN,L. Burdette,H. Haddix,-3%,50%,Strikeout
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Pirates 0 Braves 0.,0 runs 0 hits 0 errors 0 LOB. Pirates 0 Braves 0.,0 runs 0 hits 0 errors 0 LOB. Pirates 0 Braves 0.
Top of the 10th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 6-7-8,Top of the 10th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 6-7-8,Top of the 10th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 6-7-8,Top of the 10th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 6-7-8,Top of the 10th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 6-7-8,Top of the 10th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 6-7-8,Top of the 10th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 6-7-8,Top of the 10th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 6-7-8,Top of the 10th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 6-7-8,Top of the 10th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 6-7-8,Top of the 10th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 6-7-8,Top of the 10th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 6-7-8
t10,0-0,0,---,,O,PIT,B. Mazeroski,L. Burdette,6%,56%,Groundout: 2B-1B
t10,0-0,1,---,,,PIT,D. Hoak,L. Burdette,-6%,50%,Single to LF
,,,,,,,,,Dick Stuart pinch hits for Roman Mejias (RF) batting 8th,Dick Stuart pinch hits for Roman Mejias (RF) batting 8th,Dick Stuart pinch hits for Roman Mejias (RF) batting 8th
t10,0-0,1,1--,,O,PIT,D. Stuart,L. Burdette,7%,57%,Flyball: CF
t10,0-0,2,1--,,O,PIT,H. Haddix,L. Burdette,6%,63%,Groundout: P-1B
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Pirates 0 Braves 0.,0 runs 1 hit 0 errors 1 LOB. Pirates 0 Braves 0.,0 runs 1 hit 0 errors 1 LOB. Pirates 0 Braves 0.
Bottom of the 10th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 1-2-3,Bottom of the 10th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 1-2-3,Bottom of the 10th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 1-2-3,Bottom of the 10th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 1-2-3,Bottom of the 10th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 1-2-3,Bottom of the 10th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 1-2-3,Bottom of the 10th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 1-2-3,Bottom of the 10th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 1-2-3,Bottom of the 10th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 1-2-3,Bottom of the 10th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 1-2-3,Bottom of the 10th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 1-2-3,Bottom of the 10th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 1-2-3
,,,,,,,,,Joe Christopher replaces Dick Stuart (PH) playing RF batting 8thDel Rice pinch hits for Johnny O'Brien (2B) batting 1st,Joe Christopher replaces Dick Stuart (PH) playing RF batting 8thDel Rice pinch hits for Johnny O'Brien (2B) batting 1st,Joe Christopher replaces Dick Stuart (PH) playing RF batting 8thDel Rice pinch hits for Johnny O'Brien (2B) batting 1st
b10,0-0,0,---,,O,MLN,D. Rice,H. Haddix,-5%,57%,Flyball: CF (Deep CF)
b10,0-0,1,---,,O,MLN,E. Mathews,H. Haddix,-4%,53%,Flyball: CF (Deep CF)
b10,0-0,2,---,,O,MLN,H. Aaron,H. Haddix,-3%,50%,Groundout: SS-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Pirates 0 Braves 0.,0 runs 0 hits 0 errors 0 LOB. Pirates 0 Braves 0.,0 runs 0 hits 0 errors 0 LOB. Pirates 0 Braves 0.
Top of the 11th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 1-2-3,Top of the 11th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 1-2-3,Top of the 11th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 1-2-3,Top of the 11th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 1-2-3,Top of the 11th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 1-2-3,Top of the 11th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 1-2-3,Top of the 11th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 1-2-3,Top of the 11th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 1-2-3,Top of the 11th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 1-2-3,Top of the 11th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 1-2-3,Top of the 11th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 1-2-3,Top of the 11th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 1-2-3
,,,,,,,,,Felix Mantilla replaces Del Rice (PH) playing 2B batting 1st,Felix Mantilla replaces Del Rice (PH) playing 2B batting 1st,Felix Mantilla replaces Del Rice (PH) playing 2B batting 1st
t11,0-0,0,---,,,PIT,D. Schofield,L. Burdette,-8%,42%,Single to LF
t11,0-0,0,1--,,O,PIT,B. Virdon,L. Burdette,8%,50%,Groundout: 2B-SS/Forceout at 2B
t11,0-0,1,1--,,OO,PIT,S. Burgess,L. Burdette,13%,63%,Ground Ball Double Play: 1B-SS
,,,,,,,,,0 runs 1 hit 0 errors 0 LOB. Pirates 0 Braves 0.,0 runs 1 hit 0 errors 0 LOB. Pirates 0 Braves 0.,0 runs 1 hit 0 errors 0 LOB. Pirates 0 Braves 0.
Bottom of the 11th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 4-5-6,Bottom of the 11th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 4-5-6,Bottom of the 11th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 4-5-6,Bottom of the 11th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 4-5-6,Bottom of the 11th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 4-5-6,Bottom of the 11th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 4-5-6,Bottom of the 11th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 4-5-6,Bottom of the 11th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 4-5-6,Bottom of the 11th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 4-5-6,Bottom of the 11th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 4-5-6,Bottom of the 11th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 4-5-6,Bottom of the 11th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 4-5-6
b11,0-0,0,---,,O,MLN,J. Adcock,H. Haddix,-5%,57%,Groundout: SS-1B
b11,0-0,1,---,,O,MLN,W. Covington,H. Haddix,-4%,53%,Lineout: CF
b11,0-0,2,---,,O,MLN,D. Crandall,H. Haddix,-3%,50%,Flyball: CF
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Pirates 0 Braves 0.,0 runs 0 hits 0 errors 0 LOB. Pirates 0 Braves 0.,0 runs 0 hits 0 errors 0 LOB. Pirates 0 Braves 0.
Top of the 12th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 4-5-6,Top of the 12th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 4-5-6,Top of the 12th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 4-5-6,Top of the 12th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 4-5-6,Top of the 12th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 4-5-6,Top of the 12th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 4-5-6,Top of the 12th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 4-5-6,Top of the 12th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 4-5-6,Top of the 12th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 4-5-6,Top of the 12th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 4-5-6,Top of the 12th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 4-5-6,Top of the 12th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 4-5-6
t12,0-0,0,---,,O,PIT,R. Nelson,L. Burdette,6%,56%,Flyball: LF
t12,0-0,1,---,,O,PIT,B. Skinner,L. Burdette,4%,60%,Lineout: 1B
t12,0-0,2,---,,,PIT,B. Mazeroski,L. Burdette,-3%,57%,Single to CF
t12,0-0,2,1--,,O,PIT,D. Hoak,L. Burdette,6%,63%,Groundout: SS-2B/Forceout at 2B
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Pirates 0 Braves 0.,0 runs 1 hit 0 errors 1 LOB. Pirates 0 Braves 0.,0 runs 1 hit 0 errors 1 LOB. Pirates 0 Braves 0.
Bottom of the 12th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 7-8-9,Bottom of the 12th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 7-8-9,Bottom of the 12th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 7-8-9,Bottom of the 12th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 7-8-9,Bottom of the 12th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 7-8-9,Bottom of the 12th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 7-8-9,Bottom of the 12th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 7-8-9,Bottom of the 12th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 7-8-9,Bottom of the 12th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 7-8-9,Bottom of the 12th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 7-8-9,Bottom of the 12th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 7-8-9,Bottom of the 12th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 7-8-9
b12,0-0,0,---,,O,MLN,A. Pafko,H. Haddix,-5%,57%,Groundout: P-1B
b12,0-0,1,---,,O,MLN,J. Logan,H. Haddix,-4%,53%,Flyball: CF
b12,0-0,2,---,,O,MLN,L. Burdette,H. Haddix,-3%,50%,Groundout: 3B-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Pirates 0 Braves 0.,0 runs 0 hits 0 errors 0 LOB. Pirates 0 Braves 0.,0 runs 0 hits 0 errors 0 LOB. Pirates 0 Braves 0.
Top of the 13th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 8-9-1,Top of the 13th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 8-9-1,Top of the 13th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 8-9-1,Top of the 13th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 8-9-1,Top of the 13th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 8-9-1,Top of the 13th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 8-9-1,Top of the 13th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 8-9-1,Top of the 13th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 8-9-1,Top of the 13th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 8-9-1,Top of the 13th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 8-9-1,Top of the 13th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 8-9-1,Top of the 13th Pirates Batting Tied 0-0 Braves' Lew Burdette facing 8-9-1
t13,0-0,0,---,,O,PIT,J. Christopher,L. Burdette,6%,56%,Groundout: P-1B
t13,0-0,1,---,,O,PIT,H. Haddix,L. Burdette,4%,60%,Flyball: CF
t13,0-0,2,---,,,PIT,D. Schofield,L. Burdette,-3%,57%,Single to LF
t13,0-0,2,1--,,O,PIT,B. Virdon,L. Burdette,6%,63%,Groundout: 2B-1B
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Pirates 0 Braves 0.,0 runs 1 hit 0 errors 1 LOB. Pirates 0 Braves 0.,0 runs 1 hit 0 errors 1 LOB. Pirates 0 Braves 0.
Bottom of the 13th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 1-2-3,Bottom of the 13th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 1-2-3,Bottom of the 13th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 1-2-3,Bottom of the 13th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 1-2-3,Bottom of the 13th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 1-2-3,Bottom of the 13th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 1-2-3,Bottom of the 13th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 1-2-3,Bottom of the 13th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 1-2-3,Bottom of the 13th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 1-2-3,Bottom of the 13th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 1-2-3,Bottom of the 13th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 1-2-3,Bottom of the 13th Braves Batting Tied 0-0 Pirates' Harvey Haddix facing 1-2-3
b13,0-0,0,---,,,MLN,F. Mantilla,H. Haddix,7%,70%,Reached on E5 (throw) (Ground Ball)
b13,0-0,0,1--,,O,MLN,E. Mathews,H. Haddix,-1%,69%,Bunt Groundout: P-2B/Sacrifice; Mantilla to 2B
b13,0-0,1,-2-,,,MLN,H. Aaron,H. Haddix,1%,70%,Intentional Walk
b13,0-0,1,12-,,RO,MLN,J. Adcock,H. Haddix,30%,100%,Double to CF (Deep CF-RF); Mantilla Scores/unER; Aaron to 3B; Adcock out at 2B/SS
,,,,,,,,,1 run 1 hit 1 error 1 LOB. Pirates 0 Braves 1.,1 run 1 hit 1 error 1 LOB. Pirates 0 Braves 1.,1 run 1 hit 1 error 1 LOB. Pirates 0 Braves 1.
