Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3
Top of the 6th Red Sox Batting Ahead 4-0 Cardinals' Kiko Calero facing 8-9-1,Top of the 6th Red Sox Batting Ahead 4-0 Cardinals' Kiko Calero facing 8-9-1,Top of the 6th Red Sox Batting Ahead 4-0 Cardinals' Kiko Calero facing 8-9-1,Top of the 6th Red Sox Batting Ahead 4-0 Cardinals' Kiko Calero facing 8-9-1,Top of the 6th Red Sox Batting Ahead 4-0 Cardinals' Kiko Calero facing 8-9-1,Top of the 6th Red Sox Batting Ahead 4-0 Cardinals' Kiko Calero facing 8-9-1,Top of the 6th Red Sox Batting Ahead 4-0 Cardinals' Kiko Calero facing 8-9-1,Top of the 6th Red Sox Batting Ahead 4-0 Cardinals' Kiko Calero facing 8-9-1,Top of the 6th Red Sox Batting Ahead 4-0 Cardinals' Kiko Calero facing 8-9-1,Top of the 6th Red Sox Batting Ahead 4-0 Cardinals' Kiko Calero facing 8-9-1,Top of the 6th Red Sox Batting Ahead 4-0 Cardinals' Kiko Calero facing 8-9-1,Top of the 6th Red Sox Batting Ahead 4-0 Cardinals' Kiko Calero facing 8-9-1
,,,,,,,,,Kiko Calero replaces Marlon Anderson (PH) pitching and batting 9th,Kiko Calero replaces Marlon Anderson (PH) pitching and batting 9th,Kiko Calero replaces Marlon Anderson (PH) pitching and batting 9th
t6,4-0,0,---,3(1-1) .FBX,O,BOS,M. Bellhorn,K. Calero,-1%,91%,Groundout: 1B unassisted
t6,4-0,1,---,7(3-2) CSBBFBB,,BOS,P. Martinez,K. Calero,1%,92%,Walk
t6,4-0,1,1--,4(2-1) C*BBX,OO,BOS,J. Damon,K. Calero,-2%,90%,Ground Ball Double Play: 2B-SS-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 4 Cardinals 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 4 Cardinals 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 4 Cardinals 0.
Bottom of the 6th Cardinals Batting Behind 0-4 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 6th Cardinals Batting Behind 0-4 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 6th Cardinals Batting Behind 0-4 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 6th Cardinals Batting Behind 0-4 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 6th Cardinals Batting Behind 0-4 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 6th Cardinals Batting Behind 0-4 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 6th Cardinals Batting Behind 0-4 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 6th Cardinals Batting Behind 0-4 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 6th Cardinals Batting Behind 0-4 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 6th Cardinals Batting Behind 0-4 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 6th Cardinals Batting Behind 0-4 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 6th Cardinals Batting Behind 0-4 Red Sox' Pedro Martinez facing 1-2-3
b6,0-4,0,---,4(1-2) CFBX,O,STL,E. Renteria,P. Martinez,2%,92%,Groundout: 2B-1B
b6,0-4,1,---,2(1-0) BX,O,STL,L. Walker,P. Martinez,1%,93%,Lineout: 2B
b6,0-4,2,---,5(2-2) BBCCS,O,STL,A. Pujols,P. Martinez,1%,94%,Strikeout Swinging
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 4 Cardinals 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 4 Cardinals 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 4 Cardinals 0.
Top of the 7th Red Sox Batting Ahead 4-0 Cardinals' Kiko Calero facing 2-3-4,Top of the 7th Red Sox Batting Ahead 4-0 Cardinals' Kiko Calero facing 2-3-4,Top of the 7th Red Sox Batting Ahead 4-0 Cardinals' Kiko Calero facing 2-3-4,Top of the 7th Red Sox Batting Ahead 4-0 Cardinals' Kiko Calero facing 2-3-4,Top of the 7th Red Sox Batting Ahead 4-0 Cardinals' Kiko Calero facing 2-3-4,Top of the 7th Red Sox Batting Ahead 4-0 Cardinals' Kiko Calero facing 2-3-4,Top of the 7th Red Sox Batting Ahead 4-0 Cardinals' Kiko Calero facing 2-3-4,Top of the 7th Red Sox Batting Ahead 4-0 Cardinals' Kiko Calero facing 2-3-4,Top of the 7th Red Sox Batting Ahead 4-0 Cardinals' Kiko Calero facing 2-3-4,Top of the 7th Red Sox Batting Ahead 4-0 Cardinals' Kiko Calero facing 2-3-4,Top of the 7th Red Sox Batting Ahead 4-0 Cardinals' Kiko Calero facing 2-3-4,Top of the 7th Red Sox Batting Ahead 4-0 Cardinals' Kiko Calero facing 2-3-4
t7,4-0,0,---,7(2-2) BFBCFFX,,BOS,O. Cabrera,K. Calero,2%,96%,Double to CF (Fly Ball)
t7,4-0,0,-2-,6(3-2) CBCBBB,,BOS,M. Ramirez,K. Calero,0%,96%,Walk
,,,,,,,,,Ray King replaces Kiko Calero pitching and batting 9th,Ray King replaces Kiko Calero pitching and batting 9th,Ray King replaces Kiko Calero pitching and batting 9th
t7,4-0,0,12-,6(3-2) .*BBSC*BX,O,BOS,D. Ortiz,R. King,0%,96%,Groundout: 1B unassisted; Cabrera to 3B; Ramirez to 2B
t7,4-0,1,-23,4(3-0) BBBB,,BOS,J. Varitek,R. King,0%,96%,Walk
t7,4-0,1,123,2(0-1) FX,OO,BOS,B. Mueller,R. King,-3%,93%,Ground Ball Double Play: 3B-1B
,,,,,,,,,0 runs 1 hit 0 errors 2 LOB. Red Sox 4 Cardinals 0.,0 runs 1 hit 0 errors 2 LOB. Red Sox 4 Cardinals 0.,0 runs 1 hit 0 errors 2 LOB. Red Sox 4 Cardinals 0.
Bottom of the 7th Cardinals Batting Behind 0-4 Red Sox' Pedro Martinez facing 4-5-6,Bottom of the 7th Cardinals Batting Behind 0-4 Red Sox' Pedro Martinez facing 4-5-6,Bottom of the 7th Cardinals Batting Behind 0-4 Red Sox' Pedro Martinez facing 4-5-6,Bottom of the 7th Cardinals Batting Behind 0-4 Red Sox' Pedro Martinez facing 4-5-6,Bottom of the 7th Cardinals Batting Behind 0-4 Red Sox' Pedro Martinez facing 4-5-6,Bottom of the 7th Cardinals Batting Behind 0-4 Red Sox' Pedro Martinez facing 4-5-6,Bottom of the 7th Cardinals Batting Behind 0-4 Red Sox' Pedro Martinez facing 4-5-6,Bottom of the 7th Cardinals Batting Behind 0-4 Red Sox' Pedro Martinez facing 4-5-6,Bottom of the 7th Cardinals Batting Behind 0-4 Red Sox' Pedro Martinez facing 4-5-6,Bottom of the 7th Cardinals Batting Behind 0-4 Red Sox' Pedro Martinez facing 4-5-6,Bottom of the 7th Cardinals Batting Behind 0-4 Red Sox' Pedro Martinez facing 4-5-6,Bottom of the 7th Cardinals Batting Behind 0-4 Red Sox' Pedro Martinez facing 4-5-6
,,,,,,,,,Doug Mientkiewicz replaces David Ortiz playing 1B batting 4th,Doug Mientkiewicz replaces David Ortiz playing 1B batting 4th,Doug Mientkiewicz replaces David Ortiz playing 1B batting 4th
b7,0-4,0,---,3(2-0) .BBX,O,STL,S. Rolen,P. Martinez,2%,95%,Groundout: 1B unassisted
b7,0-4,1,---,6(3-2) CBBSBS,O,STL,J. Edmonds,P. Martinez,1%,96%,Strikeout Swinging
b7,0-4,2,---,5(1-2) CSFBS,O,STL,R. Sanders,P. Martinez,1%,96%,Strikeout Swinging
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 4 Cardinals 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 4 Cardinals 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 4 Cardinals 0.
Top of the 8th Red Sox Batting Ahead 4-0 Cardinals' Ray King facing 7-8-9,Top of the 8th Red Sox Batting Ahead 4-0 Cardinals' Ray King facing 7-8-9,Top of the 8th Red Sox Batting Ahead 4-0 Cardinals' Ray King facing 7-8-9,Top of the 8th Red Sox Batting Ahead 4-0 Cardinals' Ray King facing 7-8-9,Top of the 8th Red Sox Batting Ahead 4-0 Cardinals' Ray King facing 7-8-9,Top of the 8th Red Sox Batting Ahead 4-0 Cardinals' Ray King facing 7-8-9,Top of the 8th Red Sox Batting Ahead 4-0 Cardinals' Ray King facing 7-8-9,Top of the 8th Red Sox Batting Ahead 4-0 Cardinals' Ray King facing 7-8-9,Top of the 8th Red Sox Batting Ahead 4-0 Cardinals' Ray King facing 7-8-9,Top of the 8th Red Sox Batting Ahead 4-0 Cardinals' Ray King facing 7-8-9,Top of the 8th Red Sox Batting Ahead 4-0 Cardinals' Ray King facing 7-8-9,Top of the 8th Red Sox Batting Ahead 4-0 Cardinals' Ray King facing 7-8-9
,,,,,,,,,Gabe Kapler pinch hits for Trot Nixon (RF) batting 7th,Gabe Kapler pinch hits for Trot Nixon (RF) batting 7th,Gabe Kapler pinch hits for Trot Nixon (RF) batting 7th
t8,4-0,0,---,5(2-2) .BFFBX,O,BOS,G. Kapler,R. King,-0%,96%,Groundout: 3B-1B
t8,4-0,1,---,2(1-0) BX,O,BOS,M. Bellhorn,R. King,-0%,96%,Flyball: RF
,,,,,,,,,Kevin Millar pinch hits for Pedro Martinez (P) batting 9th,Kevin Millar pinch hits for Pedro Martinez (P) batting 9th,Kevin Millar pinch hits for Pedro Martinez (P) batting 9th
t8,4-0,2,---,4(1-2) .CCBX,O,BOS,K. Millar,R. King,-0%,95%,Groundout: 3B-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 4 Cardinals 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 4 Cardinals 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 4 Cardinals 0.
Bottom of the 8th Cardinals Batting Behind 0-4 Red Sox' Mike Timlin facing 7-8-9,Bottom of the 8th Cardinals Batting Behind 0-4 Red Sox' Mike Timlin facing 7-8-9,Bottom of the 8th Cardinals Batting Behind 0-4 Red Sox' Mike Timlin facing 7-8-9,Bottom of the 8th Cardinals Batting Behind 0-4 Red Sox' Mike Timlin facing 7-8-9,Bottom of the 8th Cardinals Batting Behind 0-4 Red Sox' Mike Timlin facing 7-8-9,Bottom of the 8th Cardinals Batting Behind 0-4 Red Sox' Mike Timlin facing 7-8-9,Bottom of the 8th Cardinals Batting Behind 0-4 Red Sox' Mike Timlin facing 7-8-9,Bottom of the 8th Cardinals Batting Behind 0-4 Red Sox' Mike Timlin facing 7-8-9,Bottom of the 8th Cardinals Batting Behind 0-4 Red Sox' Mike Timlin facing 7-8-9,Bottom of the 8th Cardinals Batting Behind 0-4 Red Sox' Mike Timlin facing 7-8-9,Bottom of the 8th Cardinals Batting Behind 0-4 Red Sox' Mike Timlin facing 7-8-9,Bottom of the 8th Cardinals Batting Behind 0-4 Red Sox' Mike Timlin facing 7-8-9
,,,,,,,,,Mike Timlin replaces Kevin Millar (PH) pitching and batting 9thPokey Reese replaces Mark Bellhorn playing 2B batting 8thGabe Kapler moves from PH to RF,Mike Timlin replaces Kevin Millar (PH) pitching and batting 9thPokey Reese replaces Mark Bellhorn playing 2B batting 8thGabe Kapler moves from PH to RF,Mike Timlin replaces Kevin Millar (PH) pitching and batting 9thPokey Reese replaces Mark Bellhorn playing 2B batting 8thGabe Kapler moves from PH to RF
b8,0-4,0,---,2(0-1) ...CX,O,STL,T. Womack,M. Timlin,2%,97%,Groundout: 3B-1B
,,,,,,,,,Roger Cedeno pinch hits for Mike Matheny (C) batting 8th,Roger Cedeno pinch hits for Mike Matheny (C) batting 8th,Roger Cedeno pinch hits for Mike Matheny (C) batting 8th
b8,0-4,1,---,4(1-2) .BCSX,O,STL,R. Cedeno,M. Timlin,1%,98%,Groundout: SS-1B
,,,,,,,,,John Mabry pinch hits for Ray King (P) batting 9th,John Mabry pinch hits for Ray King (P) batting 9th,John Mabry pinch hits for Ray King (P) batting 9th
b8,0-4,2,---,3(2-0) .BBX,O,STL,J. Mabry,M. Timlin,0%,98%,Groundout: 1B unassisted
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 4 Cardinals 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 4 Cardinals 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 4 Cardinals 0.
Top of the 9th Red Sox Batting Ahead 4-0 Cardinals' Julian Tavarez facing 1-2-3,Top of the 9th Red Sox Batting Ahead 4-0 Cardinals' Julian Tavarez facing 1-2-3,Top of the 9th Red Sox Batting Ahead 4-0 Cardinals' Julian Tavarez facing 1-2-3,Top of the 9th Red Sox Batting Ahead 4-0 Cardinals' Julian Tavarez facing 1-2-3,Top of the 9th Red Sox Batting Ahead 4-0 Cardinals' Julian Tavarez facing 1-2-3,Top of the 9th Red Sox Batting Ahead 4-0 Cardinals' Julian Tavarez facing 1-2-3,Top of the 9th Red Sox Batting Ahead 4-0 Cardinals' Julian Tavarez facing 1-2-3,Top of the 9th Red Sox Batting Ahead 4-0 Cardinals' Julian Tavarez facing 1-2-3,Top of the 9th Red Sox Batting Ahead 4-0 Cardinals' Julian Tavarez facing 1-2-3,Top of the 9th Red Sox Batting Ahead 4-0 Cardinals' Julian Tavarez facing 1-2-3,Top of the 9th Red Sox Batting Ahead 4-0 Cardinals' Julian Tavarez facing 1-2-3,Top of the 9th Red Sox Batting Ahead 4-0 Cardinals' Julian Tavarez facing 1-2-3
,,,,,,,,,Julian Tavarez replaces Roger Cedeno (PH) pitching and batting 8thYadier Molina replaces John Mabry (PH) playing C batting 9th,Julian Tavarez replaces Roger Cedeno (PH) pitching and batting 8thYadier Molina replaces John Mabry (PH) playing C batting 9th,Julian Tavarez replaces Roger Cedeno (PH) pitching and batting 8thYadier Molina replaces John Mabry (PH) playing C batting 9th
t9,4-0,0,---,4(2-1) ..BFBX,O,BOS,J. Damon,J. Tavarez,-0%,98%,Flyball: CF
t9,4-0,1,---,6(2-2) BCCBFX,O,BOS,O. Cabrera,J. Tavarez,-0%,98%,Flyball: CF
t9,4-0,2,---,5(2-2) CBCBS,O,BOS,M. Ramirez,J. Tavarez,-0%,98%,Strikeout Swinging
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 4 Cardinals 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 4 Cardinals 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 4 Cardinals 0.
Bottom of the 9th Cardinals Batting Behind 0-4 Red Sox' Keith Foulke facing 1-2-3,Bottom of the 9th Cardinals Batting Behind 0-4 Red Sox' Keith Foulke facing 1-2-3,Bottom of the 9th Cardinals Batting Behind 0-4 Red Sox' Keith Foulke facing 1-2-3,Bottom of the 9th Cardinals Batting Behind 0-4 Red Sox' Keith Foulke facing 1-2-3,Bottom of the 9th Cardinals Batting Behind 0-4 Red Sox' Keith Foulke facing 1-2-3,Bottom of the 9th Cardinals Batting Behind 0-4 Red Sox' Keith Foulke facing 1-2-3,Bottom of the 9th Cardinals Batting Behind 0-4 Red Sox' Keith Foulke facing 1-2-3,Bottom of the 9th Cardinals Batting Behind 0-4 Red Sox' Keith Foulke facing 1-2-3,Bottom of the 9th Cardinals Batting Behind 0-4 Red Sox' Keith Foulke facing 1-2-3,Bottom of the 9th Cardinals Batting Behind 0-4 Red Sox' Keith Foulke facing 1-2-3,Bottom of the 9th Cardinals Batting Behind 0-4 Red Sox' Keith Foulke facing 1-2-3,Bottom of the 9th Cardinals Batting Behind 0-4 Red Sox' Keith Foulke facing 1-2-3
,,,,,,,,,Keith Foulke replaces Mike Timlin pitching and batting 9th,Keith Foulke replaces Mike Timlin pitching and batting 9th,Keith Foulke replaces Mike Timlin pitching and batting 9th
b9,0-4,0,---,6(3-2) .BFBFBS,O,STL,E. Renteria,K. Foulke,1%,99%,Strikeout Swinging
b9,0-4,1,---,3(0-2) FFX,R,STL,L. Walker,K. Foulke,-1%,98%,Home Run (Fly Ball to LF-CF)
b9,1-4,1,---,1(0-0) X,O,STL,A. Pujols,K. Foulke,1%,100%,Flyball: LF
b9,1-4,2,---,4(1-2) CBFC,O,STL,S. Rolen,K. Foulke,0%,100%,Strikeout Looking
,,,,,,,,,1 run 1 hit 0 errors 0 LOB. Red Sox 4 Cardinals 1.,1 run 1 hit 0 errors 0 LOB. Red Sox 4 Cardinals 1.,1 run 1 hit 0 errors 0 LOB. Red Sox 4 Cardinals 1.
