Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Astros 2 Braves 1.,0 runs 0 hits 0 errors 0 LOB. Astros 2 Braves 1.,0 runs 0 hits 0 errors 0 LOB. Astros 2 Braves 1.
Bottom of the 8th Braves Batting Behind 1-2 Astros' Brad Lidge facing 3-4-5,Bottom of the 8th Braves Batting Behind 1-2 Astros' Brad Lidge facing 3-4-5,Bottom of the 8th Braves Batting Behind 1-2 Astros' Brad Lidge facing 3-4-5,Bottom of the 8th Braves Batting Behind 1-2 Astros' Brad Lidge facing 3-4-5,Bottom of the 8th Braves Batting Behind 1-2 Astros' Brad Lidge facing 3-4-5,Bottom of the 8th Braves Batting Behind 1-2 Astros' Brad Lidge facing 3-4-5,Bottom of the 8th Braves Batting Behind 1-2 Astros' Brad Lidge facing 3-4-5,Bottom of the 8th Braves Batting Behind 1-2 Astros' Brad Lidge facing 3-4-5,Bottom of the 8th Braves Batting Behind 1-2 Astros' Brad Lidge facing 3-4-5,Bottom of the 8th Braves Batting Behind 1-2 Astros' Brad Lidge facing 3-4-5,Bottom of the 8th Braves Batting Behind 1-2 Astros' Brad Lidge facing 3-4-5,Bottom of the 8th Braves Batting Behind 1-2 Astros' Brad Lidge facing 3-4-5
,,,,,,,,,Jason Lane replaces Craig Biggio playing LF batting 1st,Jason Lane replaces Craig Biggio playing LF batting 1st,Jason Lane replaces Craig Biggio playing LF batting 1st
b8,1-2,0,---,3(1-1) ..SBX,,ATL,J. Drew,B. Lidge,10%,41%,Single to SS (Ground Ball)
b8,1-2,0,1--,4(2-1) B1>FB11>C,O,ATL,C. Jones,B. Lidge,-16%,25%,Drew Caught Stealing 2B (C-SS)
b8,1-2,1,---,6(3-2) B1>FB11>C.BB,,ATL,C. Jones,B. Lidge,7%,32%,Walk
b8,1-2,1,1--,1(0-0) X,,ATL,J. Estrada,B. Lidge,18%,49%,Single to RF (Ground Ball); Jones to 3B
,,,,,,,,,Wilson Betemit pinch runs for Johnny Estrada (C) batting 5th,Wilson Betemit pinch runs for Johnny Estrada (C) batting 5th,Wilson Betemit pinch runs for Johnny Estrada (C) batting 5th
b8,1-2,1,1-3,4(2-1) .B*BFX,R,ATL,A. LaRoche,B. Lidge,28%,78%,Double to CF (Fly Ball); Jones Scores; Betemit to 3B
,,,,,,,,,Nick Green pinch runs for Adam LaRoche (1B) batting 6th,Nick Green pinch runs for Adam LaRoche (1B) batting 6th,Nick Green pinch runs for Adam LaRoche (1B) batting 6th
b8,2-2,1,-23,3(1-1) .BSX,O,ATL,A. Jones,B. Lidge,-17%,61%,Fielder's Choice 3B; Betemit out at Hm/3B-C; Green to 3B
b8,2-2,2,1-3,5(2-2) BFC*BS,O,ATL,C. Thomas,B. Lidge,-11%,50%,Strikeout Swinging
,,,,,,,,,1 run 3 hits 0 errors 2 LOB. Astros 2 Braves 2.,1 run 3 hits 0 errors 2 LOB. Astros 2 Braves 2.,1 run 3 hits 0 errors 2 LOB. Astros 2 Braves 2.
Top of the 9th Astros Batting Tied 2-2 Braves' John Smoltz facing 3-4-5,Top of the 9th Astros Batting Tied 2-2 Braves' John Smoltz facing 3-4-5,Top of the 9th Astros Batting Tied 2-2 Braves' John Smoltz facing 3-4-5,Top of the 9th Astros Batting Tied 2-2 Braves' John Smoltz facing 3-4-5,Top of the 9th Astros Batting Tied 2-2 Braves' John Smoltz facing 3-4-5,Top of the 9th Astros Batting Tied 2-2 Braves' John Smoltz facing 3-4-5,Top of the 9th Astros Batting Tied 2-2 Braves' John Smoltz facing 3-4-5,Top of the 9th Astros Batting Tied 2-2 Braves' John Smoltz facing 3-4-5,Top of the 9th Astros Batting Tied 2-2 Braves' John Smoltz facing 3-4-5,Top of the 9th Astros Batting Tied 2-2 Braves' John Smoltz facing 3-4-5,Top of the 9th Astros Batting Tied 2-2 Braves' John Smoltz facing 3-4-5,Top of the 9th Astros Batting Tied 2-2 Braves' John Smoltz facing 3-4-5
,,,,,,,,,Eddie Perez replaces Nick Green (PR) playing C batting 6thJulio Franco replaces Wilson Betemit (PR) playing 1B batting 5th,Eddie Perez replaces Nick Green (PR) playing C batting 6thJulio Franco replaces Wilson Betemit (PR) playing 1B batting 5th,Eddie Perez replaces Nick Green (PR) playing C batting 6thJulio Franco replaces Wilson Betemit (PR) playing 1B batting 5th
t9,2-2,0,---,6(3-2) ..CBBSBX,O,HOU,J. Bagwell,J. Smoltz,6%,56%,Popfly: 2B
t9,2-2,1,---,4(1-2) FBSS,O,HOU,L. Berkman,J. Smoltz,5%,61%,Strikeout Swinging
t9,2-2,2,---,2(1-0) BX,O,HOU,J. Kent,J. Smoltz,4%,64%,Flyball: RF
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Astros 2 Braves 2.,0 runs 0 hits 0 errors 0 LOB. Astros 2 Braves 2.,0 runs 0 hits 0 errors 0 LOB. Astros 2 Braves 2.
Bottom of the 9th Braves Batting Tied 2-2 Astros' Brad Lidge facing 9-1-2,Bottom of the 9th Braves Batting Tied 2-2 Astros' Brad Lidge facing 9-1-2,Bottom of the 9th Braves Batting Tied 2-2 Astros' Brad Lidge facing 9-1-2,Bottom of the 9th Braves Batting Tied 2-2 Astros' Brad Lidge facing 9-1-2,Bottom of the 9th Braves Batting Tied 2-2 Astros' Brad Lidge facing 9-1-2,Bottom of the 9th Braves Batting Tied 2-2 Astros' Brad Lidge facing 9-1-2,Bottom of the 9th Braves Batting Tied 2-2 Astros' Brad Lidge facing 9-1-2,Bottom of the 9th Braves Batting Tied 2-2 Astros' Brad Lidge facing 9-1-2,Bottom of the 9th Braves Batting Tied 2-2 Astros' Brad Lidge facing 9-1-2,Bottom of the 9th Braves Batting Tied 2-2 Astros' Brad Lidge facing 9-1-2,Bottom of the 9th Braves Batting Tied 2-2 Astros' Brad Lidge facing 9-1-2,Bottom of the 9th Braves Batting Tied 2-2 Astros' Brad Lidge facing 9-1-2
b9,2-2,0,---,1(0-0) X,,ATL,J. Smoltz,B. Lidge,7%,72%,Single to RF (Line Drive)
b9,2-2,0,1--,2(0-1) CX,O,ATL,R. Furcal,B. Lidge,-1%,70%,Bunt Groundout: C-2B/Sacrifice; Smoltz to 2B
b9,2-2,1,-2-,2(0-1) SX,O,ATL,M. Giles,B. Lidge,-7%,63%,Groundout: 2B-1B; Smoltz to 3B
b9,2-2,2,--3,3(0-2) CSS,O,ATL,J. Drew,B. Lidge,-13%,50%,Strikeout Swinging
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Astros 2 Braves 2.,0 runs 1 hit 0 errors 1 LOB. Astros 2 Braves 2.,0 runs 1 hit 0 errors 1 LOB. Astros 2 Braves 2.
Top of the 10th Astros Batting Tied 2-2 Braves' John Smoltz facing 6-7-8,Top of the 10th Astros Batting Tied 2-2 Braves' John Smoltz facing 6-7-8,Top of the 10th Astros Batting Tied 2-2 Braves' John Smoltz facing 6-7-8,Top of the 10th Astros Batting Tied 2-2 Braves' John Smoltz facing 6-7-8,Top of the 10th Astros Batting Tied 2-2 Braves' John Smoltz facing 6-7-8,Top of the 10th Astros Batting Tied 2-2 Braves' John Smoltz facing 6-7-8,Top of the 10th Astros Batting Tied 2-2 Braves' John Smoltz facing 6-7-8,Top of the 10th Astros Batting Tied 2-2 Braves' John Smoltz facing 6-7-8,Top of the 10th Astros Batting Tied 2-2 Braves' John Smoltz facing 6-7-8,Top of the 10th Astros Batting Tied 2-2 Braves' John Smoltz facing 6-7-8,Top of the 10th Astros Batting Tied 2-2 Braves' John Smoltz facing 6-7-8,Top of the 10th Astros Batting Tied 2-2 Braves' John Smoltz facing 6-7-8
t10,2-2,0,---,5(3-1) SBBBB,,HOU,M. Ensberg,J. Smoltz,-8%,42%,Walk
,,,,,,,,,Orlando Palmeiro pinch hits for Brad Lidge (P) batting 7th,Orlando Palmeiro pinch hits for Brad Lidge (P) batting 7th,Orlando Palmeiro pinch hits for Brad Lidge (P) batting 7th
t10,2-2,0,1--,2(1-0) .1BX,O,HOU,O. Palmeiro,J. Smoltz,3%,44%,Bunt Groundout: P unassisted/Sacrifice; Ensberg to 2B
,,,,,,,,,Mike Lamb pinch hits for Raul Chavez (C) batting 8th,Mike Lamb pinch hits for Raul Chavez (C) batting 8th,Mike Lamb pinch hits for Raul Chavez (C) batting 8th
t10,2-2,1,-2-,4(2-1) .BSBX,O,HOU,M. Lamb,J. Smoltz,9%,54%,Flyball: CF
t10,2-2,2,-2-,5(3-1) BFBBB,,HOU,E. Bruntlett,J. Smoltz,-1%,53%,Walk
t10,2-2,2,12-,5(1-2) CFFBC,O,HOU,J. Lane,J. Smoltz,12%,64%,Strikeout Looking
,,,,,,,,,0 runs 0 hits 0 errors 2 LOB. Astros 2 Braves 2.,0 runs 0 hits 0 errors 2 LOB. Astros 2 Braves 2.,0 runs 0 hits 0 errors 2 LOB. Astros 2 Braves 2.
Bottom of the 10th Braves Batting Tied 2-2 Astros' Dan Miceli facing 4-5-6,Bottom of the 10th Braves Batting Tied 2-2 Astros' Dan Miceli facing 4-5-6,Bottom of the 10th Braves Batting Tied 2-2 Astros' Dan Miceli facing 4-5-6,Bottom of the 10th Braves Batting Tied 2-2 Astros' Dan Miceli facing 4-5-6,Bottom of the 10th Braves Batting Tied 2-2 Astros' Dan Miceli facing 4-5-6,Bottom of the 10th Braves Batting Tied 2-2 Astros' Dan Miceli facing 4-5-6,Bottom of the 10th Braves Batting Tied 2-2 Astros' Dan Miceli facing 4-5-6,Bottom of the 10th Braves Batting Tied 2-2 Astros' Dan Miceli facing 4-5-6,Bottom of the 10th Braves Batting Tied 2-2 Astros' Dan Miceli facing 4-5-6,Bottom of the 10th Braves Batting Tied 2-2 Astros' Dan Miceli facing 4-5-6,Bottom of the 10th Braves Batting Tied 2-2 Astros' Dan Miceli facing 4-5-6,Bottom of the 10th Braves Batting Tied 2-2 Astros' Dan Miceli facing 4-5-6
,,,,,,,,,Dan Miceli replaces Mike Lamb (PH) pitching and batting 8thBrad Ausmus replaces Orlando Palmeiro (PH) playing C batting 7th,Dan Miceli replaces Mike Lamb (PH) pitching and batting 8thBrad Ausmus replaces Orlando Palmeiro (PH) playing C batting 7th,Dan Miceli replaces Mike Lamb (PH) pitching and batting 8thBrad Ausmus replaces Orlando Palmeiro (PH) playing C batting 7th
b10,2-2,0,---,4(2-1) ..BBFX,O,ATL,C. Jones,D. Miceli,-6%,58%,Flyball: LF
b10,2-2,1,---,5(1-2) BCFFX,O,ATL,J. Franco,D. Miceli,-5%,54%,Groundout: SS-1B
b10,2-2,2,---,2(0-1) FX,O,ATL,E. Perez,D. Miceli,-4%,50%,Popfly: 2B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Astros 2 Braves 2.,0 runs 0 hits 0 errors 0 LOB. Astros 2 Braves 2.,0 runs 0 hits 0 errors 0 LOB. Astros 2 Braves 2.
Top of the 11th Astros Batting Tied 2-2 Braves' Antonio Alfonseca facing 2-3-4,Top of the 11th Astros Batting Tied 2-2 Braves' Antonio Alfonseca facing 2-3-4,Top of the 11th Astros Batting Tied 2-2 Braves' Antonio Alfonseca facing 2-3-4,Top of the 11th Astros Batting Tied 2-2 Braves' Antonio Alfonseca facing 2-3-4,Top of the 11th Astros Batting Tied 2-2 Braves' Antonio Alfonseca facing 2-3-4,Top of the 11th Astros Batting Tied 2-2 Braves' Antonio Alfonseca facing 2-3-4,Top of the 11th Astros Batting Tied 2-2 Braves' Antonio Alfonseca facing 2-3-4,Top of the 11th Astros Batting Tied 2-2 Braves' Antonio Alfonseca facing 2-3-4,Top of the 11th Astros Batting Tied 2-2 Braves' Antonio Alfonseca facing 2-3-4,Top of the 11th Astros Batting Tied 2-2 Braves' Antonio Alfonseca facing 2-3-4,Top of the 11th Astros Batting Tied 2-2 Braves' Antonio Alfonseca facing 2-3-4,Top of the 11th Astros Batting Tied 2-2 Braves' Antonio Alfonseca facing 2-3-4
,,,,,,,,,Antonio Alfonseca replaces John Smoltz pitching and batting 9th,Antonio Alfonseca replaces John Smoltz pitching and batting 9th,Antonio Alfonseca replaces John Smoltz pitching and batting 9th
t11,2-2,0,---,2(1-0) .BX,O,HOU,C. Beltran,A. Alfonseca,6%,56%,Groundout: 2B-1B
t11,2-2,1,---,6(3-2) CBBCBX,O,HOU,J. Bagwell,A. Alfonseca,5%,61%,Groundout: 3B-1B
t11,2-2,2,---,1(0-0) X,O,HOU,L. Berkman,A. Alfonseca,4%,64%,Lineout: CF
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Astros 2 Braves 2.,0 runs 0 hits 0 errors 0 LOB. Astros 2 Braves 2.,0 runs 0 hits 0 errors 0 LOB. Astros 2 Braves 2.
Bottom of the 11th Braves Batting Tied 2-2 Astros' Dan Miceli facing 7-8-9,Bottom of the 11th Braves Batting Tied 2-2 Astros' Dan Miceli facing 7-8-9,Bottom of the 11th Braves Batting Tied 2-2 Astros' Dan Miceli facing 7-8-9,Bottom of the 11th Braves Batting Tied 2-2 Astros' Dan Miceli facing 7-8-9,Bottom of the 11th Braves Batting Tied 2-2 Astros' Dan Miceli facing 7-8-9,Bottom of the 11th Braves Batting Tied 2-2 Astros' Dan Miceli facing 7-8-9,Bottom of the 11th Braves Batting Tied 2-2 Astros' Dan Miceli facing 7-8-9,Bottom of the 11th Braves Batting Tied 2-2 Astros' Dan Miceli facing 7-8-9,Bottom of the 11th Braves Batting Tied 2-2 Astros' Dan Miceli facing 7-8-9,Bottom of the 11th Braves Batting Tied 2-2 Astros' Dan Miceli facing 7-8-9,Bottom of the 11th Braves Batting Tied 2-2 Astros' Dan Miceli facing 7-8-9,Bottom of the 11th Braves Batting Tied 2-2 Astros' Dan Miceli facing 7-8-9
b11,2-2,0,---,4(1-2) FBFS,O,ATL,A. Jones,D. Miceli,-6%,58%,Strikeout Swinging
b11,2-2,1,---,4(1-2) CBSX,,ATL,C. Thomas,D. Miceli,6%,64%,Single to RF (Ground Ball)
,,,,,,,,,Eli Marrero pinch hits for Antonio Alfonseca (P) batting 9th,Eli Marrero pinch hits for Antonio Alfonseca (P) batting 9th,Eli Marrero pinch hits for Antonio Alfonseca (P) batting 9th
b11,2-2,1,1--,3(2-0) .B1BX,O,ATL,E. Marrero,D. Miceli,-7%,57%,Foul Popfly: C (Behind Home)
b11,2-2,2,1--,1(0-0) >C,,ATL,R. Furcal,D. Miceli,4%,61%,Thomas Steals 2B
b11,2-2,2,-2-,4(1-2) >C.SBX,RR,ATL,R. Furcal,D. Miceli,39%,100%,Home Run (Fly Ball); Thomas Scores
,,,,,,,,,2 runs 2 hits 0 errors 0 LOB. Astros 2 Braves 4.,2 runs 2 hits 0 errors 0 LOB. Astros 2 Braves 4.,2 runs 2 hits 0 errors 0 LOB. Astros 2 Braves 4.
