Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 8th Red Sox Batting Behind 5-8 Yankees' Tom Gordon facing 9-1-2,Top of the 8th Red Sox Batting Behind 5-8 Yankees' Tom Gordon facing 9-1-2,Top of the 8th Red Sox Batting Behind 5-8 Yankees' Tom Gordon facing 9-1-2,Top of the 8th Red Sox Batting Behind 5-8 Yankees' Tom Gordon facing 9-1-2,Top of the 8th Red Sox Batting Behind 5-8 Yankees' Tom Gordon facing 9-1-2,Top of the 8th Red Sox Batting Behind 5-8 Yankees' Tom Gordon facing 9-1-2,Top of the 8th Red Sox Batting Behind 5-8 Yankees' Tom Gordon facing 9-1-2,Top of the 8th Red Sox Batting Behind 5-8 Yankees' Tom Gordon facing 9-1-2,Top of the 8th Red Sox Batting Behind 5-8 Yankees' Tom Gordon facing 9-1-2,Top of the 8th Red Sox Batting Behind 5-8 Yankees' Tom Gordon facing 9-1-2,Top of the 8th Red Sox Batting Behind 5-8 Yankees' Tom Gordon facing 9-1-2,Top of the 8th Red Sox Batting Behind 5-8 Yankees' Tom Gordon facing 9-1-2
,,,,,,,,,Tom Gordon replaces Tanyon Sturtze pitching,Tom Gordon replaces Tanyon Sturtze pitching,Tom Gordon replaces Tanyon Sturtze pitching
t8,5-8,0,---,4(2-1) .BBCX,,BOS,B. Mueller,T. Gordon,-4%,88%,Single to 2B (Ground Ball)
t8,5-8,0,1--,4(1-2) CBSS,O,BOS,J. Damon,T. Gordon,4%,92%,Strikeout Swinging
t8,5-8,1,1--,1(0-0) X,O,BOS,M. Bellhorn,T. Gordon,3%,95%,Flyball: LF
t8,5-8,2,1--,3(1-1) BFX,,BOS,M. Ramirez,T. Gordon,-3%,92%,Single to LF (Fly Ball); Mueller to 3B
t8,5-8,2,1-3,5(3-1) BBFBX,RR,BOS,D. Ortiz,T. Gordon,-16%,77%,Triple to LF (Fly Ball); Mueller Scores; Ramirez Scores
,,,,,,,,,Mariano Rivera replaces Tom Gordon pitching,Mariano Rivera replaces Tom Gordon pitching,Mariano Rivera replaces Tom Gordon pitching
t8,7-8,2,--3,4(2-1) .BBTX,O,BOS,K. Millar,M. Rivera,9%,86%,Popfly: SS
,,,,,,,,,2 runs 3 hits 0 errors 1 LOB. Red Sox 7 Yankees 8.,2 runs 3 hits 0 errors 1 LOB. Red Sox 7 Yankees 8.,2 runs 3 hits 0 errors 1 LOB. Red Sox 7 Yankees 8.
Bottom of the 8th Yankees Batting Ahead 8-7 Red Sox' Mike Timlin facing 1-2-3,Bottom of the 8th Yankees Batting Ahead 8-7 Red Sox' Mike Timlin facing 1-2-3,Bottom of the 8th Yankees Batting Ahead 8-7 Red Sox' Mike Timlin facing 1-2-3,Bottom of the 8th Yankees Batting Ahead 8-7 Red Sox' Mike Timlin facing 1-2-3,Bottom of the 8th Yankees Batting Ahead 8-7 Red Sox' Mike Timlin facing 1-2-3,Bottom of the 8th Yankees Batting Ahead 8-7 Red Sox' Mike Timlin facing 1-2-3,Bottom of the 8th Yankees Batting Ahead 8-7 Red Sox' Mike Timlin facing 1-2-3,Bottom of the 8th Yankees Batting Ahead 8-7 Red Sox' Mike Timlin facing 1-2-3,Bottom of the 8th Yankees Batting Ahead 8-7 Red Sox' Mike Timlin facing 1-2-3,Bottom of the 8th Yankees Batting Ahead 8-7 Red Sox' Mike Timlin facing 1-2-3,Bottom of the 8th Yankees Batting Ahead 8-7 Red Sox' Mike Timlin facing 1-2-3,Bottom of the 8th Yankees Batting Ahead 8-7 Red Sox' Mike Timlin facing 1-2-3
,,,,,,,,,Mike Timlin replaces Alan Embree pitching,Mike Timlin replaces Alan Embree pitching,Mike Timlin replaces Alan Embree pitching
b8,8-7,0,---,2(1-0) .BX,O,NYY,D. Jeter,M. Timlin,-2%,85%,Groundout: SS-1B
b8,8-7,1,---,5(2-2) SFBBX,,NYY,A. Rodriguez,M. Timlin,2%,86%,Single to LF (Ground Ball)
b8,8-7,1,1--,6(2-2) C1BFB>FX,,NYY,G. Sheffield,M. Timlin,2%,88%,Single to LF (Line Drive); Rodriguez to 2B
b8,8-7,1,12-,5(2-2) BBFCX,O,NYY,H. Matsui,M. Timlin,-3%,86%,Popfly: SS
b8,8-7,2,12-,2(1-0) BX,RR,NYY,B. Williams,M. Timlin,11%,97%,Double to LF (Line Drive); Rodriguez Scores; Sheffield Scores; Williams to 3B/Adv on throw
,,,,,,,,,Keith Foulke replaces Mike Timlin pitching,Keith Foulke replaces Mike Timlin pitching,Keith Foulke replaces Mike Timlin pitching
b8,10-7,2,--3,5(3-1) .BBBCX,O,NYY,J. Posada,K. Foulke,-1%,96%,Lineout: 3B
,,,,,,,,,2 runs 3 hits 0 errors 1 LOB. Red Sox 7 Yankees 10.,2 runs 3 hits 0 errors 1 LOB. Red Sox 7 Yankees 10.,2 runs 3 hits 0 errors 1 LOB. Red Sox 7 Yankees 10.
Top of the 9th Red Sox Batting Behind 7-10 Yankees' Mariano Rivera facing 6-7-8,Top of the 9th Red Sox Batting Behind 7-10 Yankees' Mariano Rivera facing 6-7-8,Top of the 9th Red Sox Batting Behind 7-10 Yankees' Mariano Rivera facing 6-7-8,Top of the 9th Red Sox Batting Behind 7-10 Yankees' Mariano Rivera facing 6-7-8,Top of the 9th Red Sox Batting Behind 7-10 Yankees' Mariano Rivera facing 6-7-8,Top of the 9th Red Sox Batting Behind 7-10 Yankees' Mariano Rivera facing 6-7-8,Top of the 9th Red Sox Batting Behind 7-10 Yankees' Mariano Rivera facing 6-7-8,Top of the 9th Red Sox Batting Behind 7-10 Yankees' Mariano Rivera facing 6-7-8,Top of the 9th Red Sox Batting Behind 7-10 Yankees' Mariano Rivera facing 6-7-8,Top of the 9th Red Sox Batting Behind 7-10 Yankees' Mariano Rivera facing 6-7-8,Top of the 9th Red Sox Batting Behind 7-10 Yankees' Mariano Rivera facing 6-7-8,Top of the 9th Red Sox Batting Behind 7-10 Yankees' Mariano Rivera facing 6-7-8
t9,7-10,0,---,1(0-0) X,O,BOS,T. Nixon,M. Rivera,2%,98%,Popfly: SS
t9,7-10,1,---,7(2-2) BFFFFBX,,BOS,J. Varitek,M. Rivera,-2%,96%,Single to RF (Line Drive)
t9,7-10,1,1--,1(0-0) X,,BOS,O. Cabrera,M. Rivera,-5%,91%,Single to LF (Ground Ball); Varitek to 2B
t9,7-10,1,12-,5(2-2) BCBFX,OO,BOS,B. Mueller,M. Rivera,9%,100%,Ground Ball Double Play: P-SS-1B
,,,,,,,,,0 runs 2 hits 0 errors 1 LOB. Red Sox 7 Yankees 10.,0 runs 2 hits 0 errors 1 LOB. Red Sox 7 Yankees 10.,0 runs 2 hits 0 errors 1 LOB. Red Sox 7 Yankees 10.
